Archivage_id,Date_id,Document_id,Media_id,Client_id,Produit_id,Nb_documents_archivés,Taux_digitalisation,Temps_moyen_acces_documents,Taux_indexation_correcte,Nb_consultations_archives,Nb_telechargement
461,26,49,7,41,24,469,89.72,10.86,90.74,25,175
462,75,26,9,78,47,914,56.77,19.32,83.18,423,258
463,51,44,10,42,5,162,72.5,6.9,93.92,322,15
464,87,11,9,167,11,434,67.14,13.72,91.93,233,119
465,45,6,7,70,5,586,67.3,0.91,84.23,460,207
466,35,18,10,143,28,450,65.86,1.78,89.8,320,112
467,48,72,6,108,47,35,95.51,12.96,94.2,261,149
468,61,29,9,194,16,87,99.71,19.26,87.91,85,218
469,91,10,10,51,19,596,61.78,5.29,93.13,269,64
470,4,61,3,13,12,597,75.19,10.91,91.3,206,25
471,24,39,3,131,34,641,53.31,10.61,96.38,85,282
472,16,43,2,81,47,801,65.29,8.97,98.89,465,164
473,68,7,7,197,11,490,63.44,13.79,94.22,61,269
474,78,70,11,49,16,826,74.29,13.36,94.75,150,132
475,67,80,3,79,24,269,91.67,2.45,94.21,45,21
476,57,74,4,1,3,437,59.68,18.65,87.59,202,118
477,18,60,10,24,21,782,68.34,16.78,81.84,476,183
478,47,45,11,16,26,450,76.97,19.78,84.12,160,135
479,7,24,3,36,45,89,75.91,17.61,93.41,353,81
480,32,58,11,83,3,48,77.13,13.09,83.61,308,160
481,100,38,5,72,15,246,85.2,3.74,87.63,369,114
482,46,22,8,36,35,325,94.33,12.67,91.02,8,98
483,78,17,2,107,2,800,90.33,10.44,94.31,149,5
484,11,28,9,86,20,176,76.31,1.56,81.9,440,60
485,35,12,2,135,40,495,90.86,4.15,80.77,149,208
486,31,61,2,122,5,442,52.11,12.89,97.8,302,208
487,63,14,5,151,19,794,69.55,3.99,89.71,55,176
488,31,26,6,154,27,403,93.69,8.01,95.24,450,162
489,80,28,11,120,19,523,71.97,17.57,94.97,116,205
490,39,39,11,1,32,618,79.84,17.74,91.32,59,40
491,42,12,7,30,12,563,57.19,15.14,95.47,135,130
492,77,56,10,31,16,772,65.52,8.6,80.5,431,87
493,45,42,5,60,43,970,55.5,9.81,81.83,96,296
494,9,34,2,146,17,120,58.35,2.0,99.21,482,1
495,56,8,6,142,5,630,87.53,9.39,88.17,373,258
496,41,69,11,174,44,734,70.17,16.48,85.55,497,297
497,19,9,2,184,15,116,84.7,6.37,91.48,499,241
498,4,57,10,18,11,678,86.22,0.87,92.56,134,99
499,4,44,3,162,31,915,95.62,18.15,99.5,246,177
500,76,47,2,26,45,893,94.89,4.89,80.34,94,205
501,16,54,8,150,4,217,60.06,13.63,93.61,200,10
502,32,45,6,181,49,774,77.29,11.81,97.58,486,28
503,58,27,4,185,12,845,79.14,17.13,99.45,224,17
504,54,31,8,131,45,453,96.34,19.4,98.45,409,129
505,48,61,5,62,47,465,56.38,15.34,87.39,258,133
506,64,12,7,122,4,696,79.23,4.11,99.17,49,278
507,93,20,8,75,30,812,82.76,1.98,81.79,98,150
508,78,29,9,40,44,121,93.27,19.16,95.57,112,235
509,7,49,4,168,36,412,95.27,7.16,96.73,411,284
510,50,22,7,177,46,730,93.69,16.36,91.55,129,260
511,13,65,9,137,10,591,58.07,10.58,88.66,354,223
512,4,19,5,24,46,333,79.22,3.28,92.38,30,85
513,21,37,11,44,10,408,67.33,2.72,86.15,43,288
514,29,71,8,130,15,587,89.99,4.02,97.5,319,177
515,83,68,8,169,27,217,84.45,1.23,98.34,483,255
516,50,22,3,145,18,135,50.08,16.95,92.07,211,135
517,100,74,4,56,21,632,54.55,14.18,80.78,335,178
518,91,37,3,75,34,38,82.08,9.45,83.79,404,106
519,46,52,7,11,19,166,87.17,11.48,99.81,218,91
520,5,40,7,116,9,335,54.94,18.92,86.6,148,232
521,46,56,9,17,30,205,79.55,15.04,88.03,204,41
522,21,17,7,81,39,897,53.91,14.36,82.97,390,119
523,44,16,10,156,42,160,62.39,10.22,99.78,250,0
524,41,49,4,138,25,514,80.16,12.66,95.09,500,121
525,86,21,6,79,10,940,78.26,10.88,98.32,237,110
526,64,22,4,128,5,738,58.39,1.8,97.94,379,281
527,81,67,7,139,45,109,53.25,18.38,98.62,96,185
528,61,8,7,65,50,830,92.27,18.36,97.16,311,129
529,54,71,3,26,35,673,85.42,5.8,87.11,48,143
530,7,61,11,18,29,428,50.42,17.52,85.22,81,192
531,74,40,9,30,48,39,99.3,8.23,92.96,291,162
532,85,37,10,4,33,445,79.44,18.93,89.6,219,215
533,90,13,2,163,41,427,56.71,12.6,89.82,197,228
534,19,63,11,44,2,748,74.62,6.55,91.8,370,182
535,14,16,8,176,33,295,52.58,2.34,98.94,109,296
536,31,3,11,156,15,876,79.07,13.87,98.77,43,229
537,51,18,3,3,19,748,71.9,6.34,86.7,31,94
538,27,2,9,83,41,389,77.88,16.47,83.8,299,29
539,57,47,10,112,4,920,95.21,6.36,94.12,346,98
540,42,1,5,56,49,952,87.99,6.23,94.51,87,29
541,34,13,11,101,50,672,73.11,2.66,87.78,152,154
542,1,15,5,8,50,291,82.57,18.17,81.19,375,271
543,34,52,8,157,5,234,51.19,19.01,83.2,369,100
544,89,30,9,79,31,928,87.69,10.42,92.28,146,195
545,98,5,7,166,48,54,74.83,9.58,98.97,439,29
546,59,51,2,146,1,300,98.62,17.75,80.1,353,285
547,70,24,2,132,27,112,59.62,2.55,97.07,12,109
548,77,74,9,200,5,651,79.68,15.03,93.29,246,78
549,99,15,2,166,17,158,55.62,5.41,86.98,423,207
550,20,59,6,15,47,900,80.85,5.56,93.83,85,218
551,90,42,10,6,30,602,76.26,17.73,90.51,309,31
552,95,67,8,197,48,818,91.16,18.97,99.72,29,279
553,72,50,5,11,29,947,80.59,19.72,84.07,64,165
554,100,42,3,18,2,677,67.16,6.96,95.97,218,146
555,29,32,9,150,42,439,72.45,13.33,87.68,382,194
556,18,58,4,67,29,578,65.45,6.07,95.47,433,262
557,26,72,10,103,13,904,74.81,6.66,96.78,489,163
558,88,72,10,163,47,861,64.84,6.98,91.6,299,78
559,15,78,10,31,39,665,57.06,7.28,82.91,291,256
560,77,12,11,153,25,855,94.09,7.32,80.02,473,203
561,5,58,3,60,9,221,56.55,15.25,97.34,258,140
562,80,78,7,157,47,859,72.06,1.74,82.51,151,236
563,58,71,8,190,7,201,52.01,4.29,89.81,315,235
564,19,65,5,176,10,681,56.76,2.6,88.11,208,22
565,32,31,9,135,5,618,56.51,16.23,94.77,100,134
566,2,49,4,21,14,254,99.89,4.73,92.95,210,76
567,5,21,8,189,19,10,60.55,3.35,97.56,276,187
568,56,61,7,6,24,820,76.66,17.67,85.04,317,272
569,43,34,2,174,30,877,70.02,16.32,95.83,142,228
570,45,35,8,55,13,262,68.27,8.52,87.66,178,74
571,54,56,5,27,14,553,64.87,14.38,84.48,368,176
572,58,46,11,195,46,595,55.81,10.98,94.89,83,196
573,19,52,2,87,23,62,62.05,7.07,92.01,90,243
574,86,24,6,12,5,508,84.57,7.57,96.31,152,120
575,5,43,7,91,43,657,95.7,11.84,93.89,193,46
576,74,11,6,6,49,844,68.95,13.36,91.58,176,175
577,34,36,2,138,15,757,82.62,2.58,85.08,328,130
578,96,50,9,33,20,839,77.05,11.85,87.93,44,88
579,2,28,6,69,4,893,80.82,18.36,97.22,172,72
580,71,25,3,130,9,334,93.73,4.9,86.55,419,212
581,84,59,2,96,16,953,98.53,16.21,99.92,144,75
582,12,28,3,79,31,11,54.48,12.48,96.66,147,199
583,60,36,7,20,35,886,62.66,5.92,99.8,300,209
584,14,58,3,185,7,645,65.32,11.16,96.04,19,279
585,27,67,8,148,33,482,83.7,15.16,87.11,45,99
586,36,64,5,13,33,451,61.52,8.29,90.22,78,218
587,32,19,4,190,10,15,52.14,4.16,89.24,200,238
588,14,33,4,89,30,740,94.48,2.23,90.15,124,291
589,95,46,6,174,15,799,62.41,8.54,81.41,170,203
590,70,14,6,130,49,262,97.6,4.9,98.2,86,163
591,93,52,3,25,2,162,62.05,0.8,81.98,13,282
592,38,41,11,87,41,186,50.48,13.45,81.29,260,270
593,14,28,6,178,45,523,96.94,16.41,80.82,3,61
594,2,35,3,76,15,639,55.74,4.39,87.0,44,272
595,59,5,9,67,21,827,93.89,2.29,93.12,265,205
596,42,70,5,29,31,840,61.77,3.97,96.34,113,55
597,84,61,6,71,47,919,84.23,16.81,88.63,190,12
598,9,63,11,70,32,222,92.61,1.04,95.0,259,85
599,100,53,4,25,4,691,55.73,13.25,92.59,85,136
600,66,15,5,2,33,147,66.32,6.72,97.43,461,38
601,58,42,9,98,47,577,52.25,14.15,93.39,207,267
602,44,80,3,17,2,833,84.05,14.04,89.59,138,156
603,71,2,8,171,32,63,86.01,9.54,83.73,49,51
604,13,73,11,33,23,429,88.73,10.45,92.57,460,245
605,28,46,7,75,49,259,91.68,17.2,88.88,39,0
606,33,77,11,200,36,260,70.44,15.81,84.25,313,171
607,73,79,2,102,44,367,78.73,2.18,81.2,382,132
608,71,46,7,197,28,847,81.08,2.9,95.7,147,107
609,73,80,2,151,9,558,89.49,2.48,94.59,483,197
610,24,10,4,69,27,637,95.62,7.36,95.6,83,0
611,65,37,4,181,33,153,52.08,2.0,81.67,227,49
612,16,19,9,24,43,851,60.9,1.6,99.96,149,263
613,48,29,8,195,24,910,69.79,8.0,83.36,140,105
614,55,4,8,136,12,361,75.25,9.87,88.94,434,238
615,27,16,4,87,43,21,69.06,12.35,94.72,408,55
616,49,21,3,110,8,422,71.32,13.5,87.08,211,236
617,96,37,11,63,17,408,70.86,2.44,93.82,119,84
618,24,34,9,41,2,670,98.75,16.26,88.82,347,172
619,29,52,5,113,10,444,50.91,10.48,88.36,112,207
620,81,19,4,73,36,160,65.74,15.69,82.76,100,95
621,39,60,3,32,1,449,90.56,19.35,99.74,282,152
622,31,49,10,175,35,13,95.75,15.52,99.7,71,170
623,87,48,2,5,43,662,96.51,12.26,87.96,190,286
624,95,43,3,174,40,439,57.34,14.95,90.27,432,165
625,73,65,10,137,1,704,57.17,13.97,96.74,131,0
626,11,25,8,182,20,307,87.35,11.11,85.69,250,202
627,43,66,6,78,20,298,96.05,11.46,80.46,173,189
628,75,28,10,29,6,799,62.02,9.41,100.0,110,55
629,12,46,4,59,18,911,74.48,7.55,81.82,300,1
630,96,45,2,78,7,329,54.96,19.64,82.83,428,144
631,100,9,7,101,4,749,51.97,14.19,91.91,295,3
632,96,44,8,172,12,235,85.08,15.91,95.57,280,61
633,4,43,7,157,9,574,73.98,4.58,83.9,75,214
634,51,79,7,74,47,824,76.69,6.08,87.22,203,268
635,59,47,7,143,10,811,96.79,6.95,82.86,125,48
636,22,44,2,36,26,358,54.05,11.74,88.52,377,109
637,52,7,11,129,47,260,90.56,10.12,99.65,289,152
638,19,60,8,128,1,319,86.05,16.14,96.55,131,150
639,94,4,11,97,27,136,90.94,4.63,80.17,312,153
640,8,47,9,141,24,792,62.32,17.42,91.0,425,202
641,90,80,6,185,33,895,78.48,8.62,91.26,292,47
642,79,10,4,185,48,616,99.0,13.45,96.74,233,146
643,4,30,10,122,21,821,57.34,12.79,80.43,203,78
644,3,14,9,154,22,236,90.55,10.61,95.24,261,295
645,40,39,6,6,47,579,81.0,17.85,80.27,468,153
646,42,27,3,36,28,961,83.99,10.06,83.7,259,191
647,74,48,8,74,26,366,50.97,4.7,87.48,74,127
648,13,18,3,151,5,134,80.86,17.03,86.39,495,120
649,95,18,6,101,27,418,86.96,3.54,80.24,448,77
650,19,80,10,53,24,905,56.26,15.42,95.42,196,182
651,55,44,4,128,35,213,72.28,3.12,86.76,14,49
652,78,55,7,130,50,705,91.61,3.99,82.29,446,165
653,22,49,11,150,46,91,62.87,11.53,88.45,36,275
654,69,73,5,69,4,424,72.58,2.59,80.86,45,192
655,50,64,6,90,49,709,64.16,7.6,87.57,300,169
656,96,10,8,38,33,737,68.81,7.23,96.01,58,47
657,40,15,7,127,37,478,72.36,14.26,83.45,240,9
658,72,19,3,24,30,227,69.0,10.79,82.11,78,137
659,75,56,3,74,45,283,91.18,1.32,97.75,210,118
660,18,77,8,97,11,107,95.5,17.08,84.79,27,49
661,34,74,9,153,22,581,66.19,12.23,83.62,114,234
662,13,13,4,44,38,257,99.46,4.66,81.59,151,64
663,22,34,9,105,13,489,55.03,14.28,88.94,168,73
664,68,68,5,143,3,463,69.38,3.01,98.63,403,164
665,97,73,9,183,2,980,94.48,19.86,92.79,295,46
666,97,41,2,131,39,873,90.22,9.46,84.1,143,14
667,34,68,8,137,18,289,99.12,11.97,98.63,19,14
668,81,64,3,37,35,750,74.84,9.86,80.22,110,254
669,76,57,6,110,48,357,76.88,9.14,99.6,124,171
670,56,63,3,149,30,264,76.59,8.51,93.4,159,107
671,98,75,10,52,41,338,56.38,7.85,86.67,344,34
672,86,74,5,94,35,345,98.43,11.02,92.79,270,266
673,41,23,4,42,16,231,78.03,18.28,84.73,157,196
674,42,78,11,156,31,353,79.72,2.61,84.91,495,263
675,15,68,7,50,40,135,85.91,17.96,94.92,202,114
676,26,23,10,89,12,902,99.89,10.75,83.21,132,4
677,49,36,11,134,50,899,66.58,12.57,95.44,207,227
678,10,35,11,71,15,473,84.82,3.55,89.43,59,79
679,2,47,3,175,21,136,63.41,18.69,82.62,20,285
680,67,2,7,1,8,797,54.25,16.47,97.19,71,15
681,14,72,9,183,2,64,98.37,8.33,90.88,312,58
682,40,70,6,72,3,985,87.46,1.98,87.59,58,125
683,1,77,7,98,23,839,50.55,18.75,91.31,463,94
684,2,55,4,51,30,156,54.39,13.26,81.93,377,148
685,14,16,7,196,3,335,81.07,8.94,88.87,470,178
686,100,58,4,177,42,339,83.87,0.81,91.97,451,30
687,71,44,3,59,11,108,80.76,6.16,98.22,9,110
688,57,65,11,196,38,398,59.56,3.12,97.97,412,72
689,80,31,2,132,17,367,58.69,2.1,80.47,405,40
690,16,1,6,30,35,545,91.68,4.24,81.58,39,109
691,74,69,10,48,37,622,86.58,11.84,94.52,398,243
692,9,34,11,151,49,794,87.29,19.87,81.28,130,190
693,78,62,9,41,48,297,86.03,2.35,95.77,27,237
694,92,32,7,45,37,138,53.71,9.19,86.84,424,5
695,99,31,4,37,39,456,57.82,10.24,98.36,81,82
696,10,59,9,178,49,955,68.42,11.39,93.89,432,78
697,49,48,8,7,29,26,97.14,12.42,85.78,209,174
698,25,11,10,120,41,282,66.31,10.28,92.48,422,203
699,76,29,2,180,41,661,74.43,10.97,88.73,220,26
700,21,36,6,34,30,620,52.02,7.91,94.04,17,247
701,92,60,6,45,33,762,72.45,1.07,82.83,311,263
702,90,52,9,7,41,122,60.11,6.74,98.84,464,211
703,46,12,10,171,11,330,81.84,12.08,99.46,278,128
704,32,20,5,66,45,489,70.94,13.92,85.12,145,193
705,89,11,5,34,9,582,91.6,14.86,83.86,17,7
706,42,28,8,41,47,903,84.43,4.29,85.06,165,250
707,58,9,5,69,37,1,50.92,9.43,95.21,171,196
708,13,13,6,25,40,802,77.13,13.29,87.13,157,266
709,73,34,2,53,42,182,94.84,6.19,84.38,305,115
710,90,75,11,75,13,427,53.98,4.6,90.01,217,266
711,65,1,2,11,42,583,63.0,15.02,97.99,439,210
712,52,22,10,3,20,349,76.51,4.63,87.6,61,84
713,31,29,8,66,43,66,95.22,0.63,96.96,330,96
714,94,73,9,190,1,174,93.27,10.97,96.02,172,42
715,69,62,5,154,13,92,81.48,0.59,99.32,467,66
716,47,2,6,107,13,45,86.59,6.55,93.15,201,106
717,32,44,9,107,24,809,57.98,19.1,98.8,256,122
718,75,41,3,176,26,820,68.13,6.04,94.45,498,278
719,29,50,4,25,43,159,52.33,15.8,92.07,484,29
720,67,3,11,160,1,898,65.81,0.85,84.62,428,264
721,74,23,10,162,18,590,64.41,11.9,90.8,438,21
722,95,37,9,156,13,371,64.36,14.03,84.65,417,168
723,68,72,10,7,39,253,71.59,12.3,99.03,89,253
724,75,26,5,189,20,308,61.9,15.68,91.09,202,19
725,67,60,2,90,35,470,80.21,1.47,98.2,98,249
726,13,65,9,70,8,79,87.23,2.37,91.77,68,129
727,45,11,10,33,25,724,89.61,17.42,89.31,28,218
728,2,32,3,54,27,618,64.25,10.58,90.87,325,63
729,27,35,6,125,15,284,64.33,13.04,84.44,126,193
730,68,47,7,1,3,421,98.86,19.08,95.04,130,117
731,24,36,10,130,30,129,95.57,5.24,98.73,170,297
732,33,22,2,48,4,58,68.23,8.8,81.61,297,298
733,40,72,2,92,13,988,90.12,5.53,80.2,349,38
734,87,62,7,12,48,587,76.74,14.56,94.48,221,149
735,63,79,2,45,3,539,62.2,14.42,83.91,133,29
736,70,25,3,47,17,985,86.47,14.83,90.81,451,89
737,79,35,9,86,20,733,77.48,2.22,94.29,100,167
738,30,51,9,74,33,118,65.49,2.67,92.66,431,161
739,13,23,3,132,39,859,78.84,13.72,91.79,14,150
740,44,35,4,2,8,218,51.64,16.23,94.8,141,174
741,5,71,5,161,3,980,67.45,17.15,99.37,244,144
742,48,27,10,87,45,363,64.7,2.13,81.59,63,0
743,30,60,2,115,26,18,72.6,1.58,90.53,367,125
744,16,63,4,199,2,901,95.96,13.24,93.86,471,3
745,92,34,8,132,9,134,92.91,12.36,82.38,474,142
746,49,3,11,170,7,157,94.91,16.8,99.13,144,127
747,34,41,2,128,29,272,61.08,11.01,91.45,255,234
748,27,36,5,163,34,334,72.53,8.9,90.35,417,283
749,36,68,9,155,21,729,92.8,13.2,99.47,215,7
750,42,24,7,183,4,708,92.98,11.43,88.69,352,174
751,83,34,8,160,23,331,86.65,5.24,93.61,188,75
752,48,4,9,60,41,411,82.79,16.97,99.14,5,34
753,10,18,2,10,44,86,69.76,10.89,83.04,215,216
754,71,54,6,137,14,925,57.72,12.39,97.36,73,164
755,22,20,8,84,21,206,66.02,18.55,92.88,488,259
756,31,54,3,162,31,987,60.23,8.52,99.27,227,90
757,43,48,11,29,26,115,63.73,5.87,81.62,196,6
758,13,68,9,149,47,22,73.25,8.73,96.36,140,35
759,74,53,11,5,19,832,95.24,14.01,88.42,113,32
760,93,3,8,192,41,380,60.64,19.55,88.91,235,126
761,18,45,3,187,18,6,60.4,9.15,87.61,366,13
762,43,73,3,97,18,167,55.11,12.89,81.34,302,237
763,63,37,8,27,11,623,86.57,10.14,96.17,319,197
764,94,17,3,5,26,863,58.22,11.54,82.91,322,3
765,22,54,11,11,26,781,97.05,6.87,88.1,91,0
766,69,71,4,78,17,577,69.57,8.3,92.45,118,184
767,95,6,8,82,16,446,71.07,7.97,82.36,440,210
768,91,76,6,178,6,92,91.2,16.76,97.98,254,292
769,36,18,7,146,16,915,66.89,9.08,83.96,273,94
770,13,8,11,128,7,177,69.4,9.72,90.03,321,221
771,50,52,3,79,33,767,81.79,11.13,98.35,275,74
772,45,5,4,160,8,832,71.93,7.6,83.52,19,158
773,2,56,4,117,48,803,77.75,9.17,83.72,257,242
774,15,42,11,124,11,491,70.66,5.89,85.96,110,222
775,10,70,3,151,42,732,51.49,14.25,91.13,416,59
776,66,21,11,99,7,64,62.45,7.29,84.73,342,121
777,54,29,10,65,32,870,79.97,16.92,98.42,310,102
778,23,52,10,18,34,583,78.61,3.01,80.81,343,142
779,37,21,4,94,34,611,61.57,8.37,89.57,11,166
780,67,2,3,9,28,481,91.18,13.17,89.34,103,171
781,81,1,11,27,6,70,63.25,16.17,86.34,482,192
782,66,67,4,4,24,105,55.46,9.56,93.16,460,88
783,80,60,2,43,48,139,68.22,14.52,86.11,264,53
784,28,18,9,119,8,992,54.53,6.62,91.29,262,75
785,24,15,9,115,7,165,63.46,19.85,90.01,479,242
786,49,29,10,176,16,815,75.25,11.82,92.23,104,209
787,34,41,10,57,39,386,54.74,2.66,82.41,187,29
788,74,50,3,44,21,906,74.77,1.17,85.37,33,273
789,80,66,4,10,38,985,78.35,13.79,85.94,110,242
790,20,22,7,29,7,12,51.56,14.97,82.65,309,216
791,34,74,4,78,10,721,89.16,5.33,98.38,173,245
792,14,31,2,31,33,914,64.35,9.43,96.89,231,239
793,24,33,5,45,29,966,93.86,0.72,84.37,61,93
794,39,22,7,167,42,113,87.6,6.02,93.72,259,124
795,52,44,9,74,11,188,88.34,1.72,99.89,279,80
796,10,18,11,171,36,998,78.28,11.2,91.77,12,90
797,6,63,6,49,27,337,50.93,5.85,86.95,65,0
798,26,28,4,134,26,396,78.97,8.07,91.74,339,92
799,96,14,8,90,46,417,88.64,19.48,86.07,371,267
800,4,65,7,105,37,207,87.46,16.97,81.83,272,101
801,8,12,9,134,16,728,96.97,7.26,85.08,407,31
802,76,1,2,28,50,376,98.98,2.74,88.1,273,199
803,91,29,2,3,20,443,93.37,16.2,97.21,423,174
804,20,72,3,29,14,505,85.92,3.26,87.57,130,200
805,40,34,4,128,41,165,56.13,4.22,88.95,439,135
806,74,73,2,95,46,510,55.77,6.25,91.33,261,171
807,57,14,7,21,23,789,86.11,4.64,99.02,254,123
808,66,51,7,132,39,655,94.41,18.42,84.76,413,86
809,85,18,11,187,7,143,51.54,16.39,86.23,4,225
810,56,41,7,37,32,375,58.74,7.55,83.35,300,257
811,40,42,6,84,9,750,90.42,10.44,84.91,155,11
812,100,19,6,84,1,428,66.53,16.5,99.28,32,167
813,69,25,9,35,40,783,51.68,14.62,88.07,394,52
814,85,1,4,151,34,412,69.32,9.86,80.7,182,101
815,32,67,5,151,17,258,85.75,1.43,89.1,61,185
816,31,2,5,40,10,734,53.11,9.75,82.81,423,97
817,55,69,6,40,19,567,62.06,17.31,96.09,152,168
818,79,25,6,75,21,563,53.14,6.9,90.64,338,260
819,38,46,5,77,9,918,77.97,18.25,90.73,354,26
820,60,58,8,67,29,591,64.5,13.78,80.4,74,0
821,36,24,9,181,19,492,84.45,16.18,84.58,137,42
822,28,23,5,118,34,224,55.15,18.87,80.34,133,240
823,44,8,7,123,5,606,79.48,1.16,88.27,189,21
824,52,2,4,47,44,168,87.59,6.68,84.9,370,289
825,65,40,10,148,29,373,85.64,18.09,98.31,411,218
826,4,53,4,106,10,986,75.83,8.16,90.93,34,284
827,40,44,3,37,1,93,84.53,13.28,93.81,300,175
828,17,47,3,90,42,409,81.45,0.6,85.78,480,178
829,64,38,9,116,16,575,76.82,13.48,94.55,152,110
830,7,45,6,84,27,21,52.64,9.09,93.87,244,252
831,56,34,6,10,33,546,72.57,18.02,94.39,142,68
832,10,24,4,128,2,394,83.07,12.13,95.83,241,68
833,14,44,10,130,14,120,64.44,8.91,85.42,5,140
834,29,50,4,135,19,900,82.97,4.58,93.02,149,5
835,100,51,5,121,44,256,90.22,8.4,88.24,81,84
836,85,36,6,108,3,237,82.53,16.27,84.01,199,297
837,84,18,4,196,33,109,53.1,15.25,94.32,442,296
838,58,26,7,184,25,701,51.06,8.85,97.9,389,162
839,93,66,3,156,17,526,94.77,2.18,96.7,250,173
840,88,49,6,70,40,746,76.0,16.22,82.91,91,237
841,9,73,9,58,45,12,58.92,13.19,81.9,424,187
842,50,3,11,108,5,837,55.62,8.12,88.72,129,284
843,61,68,10,108,23,13,76.45,7.91,80.7,199,144
844,33,27,3,155,38,108,65.96,2.13,93.27,266,102
845,16,7,6,76,2,137,77.99,14.35,82.77,347,226
846,64,4,11,40,9,252,69.67,3.92,93.26,450,69
847,66,40,3,8,14,353,73.13,0.61,99.96,430,50
848,19,76,7,183,29,345,70.62,12.7,95.27,368,71
849,56,33,2,192,2,542,92.81,13.59,90.33,203,99
850,66,53,7,26,44,187,96.5,9.09,94.45,113,161
851,6,56,11,5,48,495,67.15,10.46,85.81,55,143
852,30,28,3,25,20,339,91.25,14.77,86.49,0,0
853,64,62,9,19,22,243,64.44,0.65,99.16,469,10
854,46,46,3,37,13,160,99.38,10.09,98.74,230,179
855,8,26,6,157,26,950,60.1,13.6,90.86,392,139
856,7,9,10,89,4,488,63.4,9.04,97.15,115,273
857,66,20,11,178,25,743,82.72,4.16,87.65,64,133
858,59,67,11,92,14,139,87.05,7.51,85.58,102,207
859,39,38,5,24,31,472,64.49,16.88,94.06,409,84
860,60,54,6,196,46,382,62.91,12.42,90.1,129,4
861,1,58,6,67,5,351,59.18,16.45,94.83,206,206
862,27,48,6,120,24,959,71.81,6.51,97.85,33,236
863,94,30,2,163,14,647,51.79,17.54,92.62,223,101
864,11,18,5,34,32,42,66.56,9.39,98.27,3,297
865,93,12,11,2,16,700,70.83,8.03,98.34,477,182
866,69,57,4,161,10,503,69.01,6.5,85.43,125,64
867,53,61,4,65,30,513,81.7,13.92,80.84,87,106
868,39,6,7,137,20,636,64.41,6.86,95.67,358,209
869,9,9,9,122,39,396,66.91,6.37,89.07,346,138
870,65,50,2,37,22,582,55.08,12.13,84.58,370,134
871,63,69,2,60,3,497,71.23,19.53,98.09,174,164
872,2,54,9,28,31,168,89.96,14.47,93.73,370,98
873,97,65,10,199,50,407,77.13,14.79,91.59,427,80
874,74,74,3,146,36,975,56.42,18.5,80.29,138,239
875,86,66,4,183,24,447,95.71,17.84,97.25,494,205
876,79,51,7,71,46,291,51.53,13.0,97.58,422,114
877,56,8,5,41,17,907,97.81,18.35,97.66,267,149
878,97,53,11,8,2,495,61.14,16.63,93.9,326,0
879,91,9,6,180,15,113,58.96,3.47,87.61,130,85
880,58,23,8,142,38,107,88.35,4.33,99.8,483,193
881,57,19,3,172,30,417,83.02,8.41,90.33,500,296
882,78,54,6,52,30,107,98.09,19.68,89.46,333,241
883,56,67,6,33,17,362,61.4,2.4,83.74,321,101
884,55,70,7,2,38,878,52.93,9.31,93.33,294,85
885,63,33,5,82,47,753,78.18,1.43,95.32,409,242
886,71,23,7,172,38,934,51.1,11.22,83.07,380,67
887,26,21,2,136,20,263,59.78,8.99,90.16,358,82
888,17,41,2,127,6,953,97.35,7.7,85.98,66,187
889,40,26,4,64,30,674,95.62,13.26,83.26,361,219
890,21,58,6,83,15,47,78.66,6.92,84.79,53,30
891,16,31,4,11,21,96,99.77,15.16,90.12,363,254
892,86,28,6,12,2,29,65.08,15.33,87.89,267,222
893,27,48,9,124,14,64,66.18,17.93,98.59,143,140
894,66,80,8,171,3,726,75.23,16.37,82.31,404,41
895,1,22,9,70,26,84,74.19,19.6,93.82,31,215
896,26,15,5,183,18,146,54.51,14.94,86.2,384,167
897,58,55,4,189,9,629,63.46,5.34,84.81,134,104
898,1,43,8,95,27,66,51.2,5.82,92.67,489,46
899,17,78,6,80,34,179,53.28,17.47,94.7,431,144
900,50,50,8,185,30,660,59.43,2.44,97.11,61,13
901,85,23,3,90,3,361,60.68,14.65,97.02,375,267
902,65,4,3,136,8,135,59.57,4.86,87.94,416,100
903,90,22,11,35,15,303,53.24,19.46,82.4,187,37
904,21,32,6,94,38,284,50.83,19.14,90.67,362,291
905,56,49,2,76,34,187,88.21,11.11,90.36,163,114
906,53,74,6,162,45,113,86.7,10.5,95.53,424,186
907,19,65,8,105,50,27,68.97,11.36,88.49,479,229
908,32,71,4,196,32,407,75.96,7.99,93.4,387,217
909,81,75,5,197,43,296,67.93,18.99,90.7,56,150
910,5,42,11,113,50,141,77.57,9.31,90.2,291,128
911,48,42,7,105,33,254,85.58,9.21,95.26,33,216
912,62,44,11,197,23,556,81.5,1.02,85.91,162,14
913,42,12,4,200,47,11,53.05,10.62,97.2,165,121
914,16,60,9,170,34,924,56.79,7.09,86.58,329,22
915,34,1,8,148,25,479,80.9,10.25,97.82,121,169
916,57,5,4,150,46,982,88.08,3.23,92.84,329,45
917,53,62,3,9,17,583,97.93,18.69,82.41,119,244
918,88,4,5,196,4,511,68.57,5.97,85.19,214,119
919,83,39,8,156,31,267,99.11,10.93,94.41,352,55
920,80,78,7,177,40,188,67.16,12.15,86.91,401,223
921,28,34,2,76,48,173,72.64,9.38,87.76,396,145
922,46,53,11,160,20,185,91.13,13.17,93.95,310,127
923,73,60,5,1,30,51,57.56,10.0,83.92,325,263
