Gouvernance_id,Date_id,Direction_id,Employe_id,Systeme_id,Projet_id,Nb_projets_strategiques,Taux_utilisation_BI,Balanced_scorecard,Dashboards_exploités
629,66,9,88,21,63,2,81.8,81,0
630,65,6,272,9,97,0,94.55,17,36
631,47,8,253,23,70,9,61.48,55,23
632,16,7,37,15,15,9,97.1,11,24
633,60,1,245,16,41,6,78.32,60,2
634,30,2,4,45,89,9,70.22,13,49
635,73,9,172,42,67,2,74.81,17,1
636,55,3,192,35,34,1,85.33,3,20
637,71,1,93,42,43,7,70.21,9,40
638,59,10,7,24,95,6,61.69,77,48
639,41,10,45,17,39,6,56.3,50,10
640,27,1,300,22,96,8,70.29,64,26
641,73,4,291,38,64,8,79.87,95,22
642,66,2,126,27,51,3,98.63,89,12
643,98,8,230,46,10,5,84.2,34,38
644,56,6,204,37,62,7,51.58,57,0
645,29,3,57,21,78,6,80.61,59,2
646,99,2,4,36,51,7,57.33,90,10
647,19,1,135,22,52,5,99.68,89,15
648,76,4,221,48,36,4,91.62,14,40
649,64,10,32,47,44,2,75.45,1,22
650,26,5,177,42,98,4,89.17,80,37
651,38,10,16,8,68,10,82.6,27,8
652,41,7,242,14,76,8,77.8,38,1
653,99,7,15,46,65,2,93.14,7,43
654,75,5,173,36,82,7,89.63,48,34
655,50,6,41,28,17,7,59.75,47,19
656,4,2,41,16,40,6,70.08,31,36
657,70,7,250,42,58,7,88.77,84,16
658,80,3,298,50,4,6,82.48,37,15
659,32,9,60,35,63,0,76.26,33,10
660,34,7,16,14,85,3,77.76,23,33
661,65,7,190,18,94,4,79.44,4,14
662,56,6,292,8,16,6,79.83,42,36
663,55,8,104,32,73,1,53.57,1,7
664,44,7,127,30,6,8,52.33,51,21
665,28,2,38,37,51,4,90.51,79,9
666,1,7,265,6,78,9,80.99,46,38
667,12,9,92,23,27,8,64.18,42,17
668,87,6,68,7,13,9,67.68,7,20
669,92,8,48,23,49,10,57.29,19,37
670,37,10,205,48,97,8,87.55,31,37
671,91,9,243,24,34,1,59.53,19,44
672,6,2,142,18,23,8,91.75,38,32
673,9,5,229,35,78,9,65.26,21,4
674,33,7,236,42,34,9,81.94,20,5
675,12,1,220,45,60,5,71.76,38,25
676,42,8,267,12,43,10,70.35,73,48
677,45,6,227,18,21,5,58.49,93,22
678,60,6,111,30,55,5,85.45,91,48
679,23,3,254,38,18,0,99.98,4,27
680,26,1,80,45,80,0,50.86,55,46
681,15,7,231,4,81,8,56.13,94,50
682,85,3,230,35,39,3,58.81,37,17
683,93,8,258,32,6,9,57.87,86,16
684,59,4,102,1,67,8,95.38,19,2
685,96,7,26,13,72,10,94.09,78,8
686,18,8,219,23,90,1,84.3,70,4
687,54,1,143,23,52,10,80.24,31,42
688,23,10,233,15,94,9,50.46,80,1
689,66,6,75,44,91,3,76.16,19,44
690,38,7,159,1,99,7,80.75,48,20
691,51,1,239,25,37,9,80.7,43,32
692,54,6,216,11,57,1,81.32,98,17
693,70,3,178,40,95,7,73.02,39,23
694,1,7,154,10,58,4,99.04,55,35
695,89,8,136,3,80,9,92.65,34,17
696,69,6,94,50,27,10,63.41,5,6
697,95,9,128,12,62,8,80.28,76,20
698,21,6,299,22,78,4,57.5,8,11
699,2,9,119,15,90,9,68.46,56,36
700,76,9,285,19,20,0,76.83,73,34
701,50,10,260,28,72,6,65.08,62,43
702,84,9,138,45,40,3,76.57,12,5
703,83,9,260,16,95,9,99.15,87,25
704,57,7,273,6,19,2,82.55,83,30
705,87,1,215,49,90,2,82.56,23,42
706,25,7,7,46,81,9,71.47,89,36
707,34,1,254,30,37,2,72.12,60,34
708,65,6,208,44,11,5,94.47,50,39
709,59,10,146,35,39,5,68.22,95,17
710,79,2,89,26,23,6,92.38,52,35
711,77,6,68,44,91,3,77.55,15,38
712,33,5,239,19,43,1,70.64,94,21
713,89,1,50,1,91,5,68.58,50,4
714,15,5,254,26,35,3,63.61,28,50
715,88,10,209,3,27,7,69.26,45,38
716,36,6,275,41,67,6,70.21,57,34
717,44,5,33,31,73,0,83.19,69,33
718,75,5,51,40,51,8,75.96,57,40
719,99,6,211,22,61,0,66.09,12,37
720,51,1,174,39,61,5,70.31,59,25
721,13,1,103,19,93,1,95.73,60,44
722,78,4,185,33,38,1,91.76,40,47
723,1,9,28,32,52,8,64.57,34,50
724,81,4,92,8,8,6,75.99,99,45
725,56,8,214,23,64,7,98.7,79,44
726,21,10,32,18,8,10,92.59,11,47
727,61,8,119,50,92,10,89.27,22,1
728,81,1,40,1,25,10,84.64,7,10
729,76,1,97,36,59,6,67.03,78,12
730,72,10,231,4,99,5,80.14,5,4
731,87,7,23,10,43,10,92.66,33,36
732,77,9,110,27,32,10,62.87,27,18
733,17,5,171,12,36,7,98.88,13,27
734,72,4,262,22,63,5,86.59,59,49
735,87,10,107,50,21,1,70.16,71,8
736,26,3,150,47,68,6,85.11,100,49
737,82,10,97,28,24,7,62.39,56,50
738,12,3,227,5,73,2,97.21,59,43
739,78,6,70,46,42,10,84.06,11,7
740,30,7,263,42,5,0,62.6,21,45
741,80,3,116,42,67,8,53.77,82,47
742,10,8,172,11,58,3,73.42,90,40
743,15,10,211,48,58,8,76.45,46,15
744,41,9,150,48,94,9,60.15,36,0
745,73,5,218,19,78,0,56.08,13,11
746,79,4,82,44,92,7,51.83,90,2
747,80,9,31,46,25,1,50.4,48,24
748,67,3,288,41,9,7,94.63,42,32
749,56,2,157,44,82,1,67.85,75,35
750,26,10,194,26,82,4,88.13,6,7
751,53,2,192,6,84,5,70.08,70,47
752,44,4,211,14,50,8,77.55,77,4
753,95,6,216,5,13,7,67.22,85,20
754,11,3,87,22,9,0,97.81,91,28
755,28,1,300,23,23,6,62.94,87,4
756,87,2,284,37,39,8,82.99,20,43
757,30,2,104,10,72,2,88.91,83,0
758,47,3,171,21,52,2,96.8,23,30
759,66,7,187,11,84,10,79.06,6,21
760,27,3,38,30,20,6,85.65,80,12
761,96,6,143,10,17,8,51.09,96,22
762,87,8,278,32,61,10,89.87,88,17
763,67,7,151,25,77,0,73.83,69,18
764,70,3,224,13,25,2,94.55,29,32
765,6,10,153,7,5,9,67.23,45,1
766,78,6,224,15,97,0,81.25,62,48
767,21,2,230,19,71,7,60.27,39,20
768,76,5,44,2,17,2,87.27,38,28
769,26,9,32,47,66,6,90.71,79,9
770,6,10,232,34,5,10,55.02,71,28
771,26,1,66,22,18,10,75.08,58,6
772,51,6,261,27,84,0,83.4,64,35
773,99,6,262,17,46,4,92.25,79,22
774,8,4,149,9,17,5,53.09,20,43
775,1,4,205,46,41,2,69.89,20,44
776,91,1,82,45,2,4,81.4,52,4
777,84,10,20,37,65,5,94.25,77,47
778,83,4,167,37,53,0,66.17,74,34
779,2,2,10,6,43,9,73.65,68,8
780,45,9,187,28,59,9,65.79,12,4
781,27,7,71,15,63,2,53.8,51,43
782,13,7,53,26,48,7,95.16,19,23
783,3,3,224,38,73,2,50.25,22,8
784,94,3,233,48,55,5,68.75,56,7
785,4,10,105,42,27,4,79.23,3,24
786,18,10,15,2,78,5,94.16,93,12
787,26,9,170,34,28,8,60.91,52,9
788,16,7,174,17,95,6,62.45,25,42
789,35,2,112,19,78,7,86.74,97,1
790,63,2,67,5,49,2,87.85,70,38
791,25,10,147,33,36,10,94.47,76,47
792,42,8,39,49,64,3,71.7,26,30
793,86,8,241,39,63,7,52.81,83,44
794,68,6,86,11,47,3,75.46,71,35
795,57,9,112,18,45,0,51.58,61,37
796,39,4,112,6,35,3,76.8,79,31
797,8,7,225,8,44,10,91.26,4,3
798,60,2,198,9,7,0,90.92,67,10
799,10,9,181,50,51,0,74.45,58,3
800,83,7,101,40,68,2,85.04,70,43
801,62,8,286,45,100,0,76.52,26,42
802,27,5,131,25,80,0,54.87,28,24
803,7,7,272,23,86,7,77.04,16,30
804,7,6,108,18,33,4,95.67,33,9
805,25,6,185,49,4,9,99.79,39,42
806,51,5,196,23,22,0,95.64,56,19
807,3,7,50,37,38,9,70.25,50,6
808,21,4,41,14,48,7,78.72,92,40
809,68,4,216,50,1,7,90.43,88,33
810,74,9,251,38,1,1,82.71,64,31
811,14,2,272,23,3,4,87.64,38,26
812,19,4,141,30,57,3,58.31,58,49
813,36,2,163,25,34,0,60.89,14,44
814,31,8,170,18,32,9,56.07,93,25
815,55,1,57,49,45,5,59.53,87,38
816,81,7,134,50,43,6,76.93,73,47
817,24,7,135,39,15,1,54.8,77,38
818,85,5,182,49,75,4,90.3,44,34
819,62,3,106,28,93,8,89.07,58,25
820,11,5,244,31,8,8,87.61,84,48
821,12,5,300,45,76,7,52.15,53,23
822,76,9,148,49,53,1,88.0,46,3
823,84,1,252,28,74,0,80.76,5,20
824,82,10,257,23,8,3,62.6,38,4
825,8,9,247,34,10,6,93.58,94,20
826,96,10,111,29,56,4,54.47,95,34
827,100,8,45,12,91,5,92.68,14,45
828,84,6,156,7,76,1,74.85,18,1
829,9,7,118,28,33,4,66.0,52,31
830,64,6,263,32,83,7,74.63,78,27
831,12,4,97,5,77,0,52.77,94,20
832,91,10,248,22,43,0,59.28,97,23
833,20,7,91,11,28,10,52.84,73,38
834,76,10,188,39,69,1,82.17,17,31
835,1,1,75,9,97,8,75.44,3,23
836,88,5,299,18,76,9,80.68,2,14
837,73,5,137,42,84,3,75.83,35,33
838,92,10,273,12,51,9,74.16,77,24
839,48,10,249,13,20,0,95.98,62,48
840,68,3,178,45,54,4,61.15,38,43
841,45,2,299,43,24,9,95.19,67,13
842,12,4,19,28,67,0,69.32,34,7
843,16,1,152,48,59,1,96.15,15,20
844,61,2,231,8,98,3,57.37,4,22
845,94,7,95,39,81,8,81.01,35,28
846,14,4,143,9,77,1,73.72,81,1
847,88,7,34,10,33,5,50.22,79,30
848,91,1,20,5,14,4,74.19,55,29
849,19,2,240,14,6,1,60.76,42,19
850,43,3,71,42,52,2,66.89,41,21
851,58,10,15,6,60,4,62.57,46,49
852,45,5,3,31,8,1,56.55,26,6
853,88,2,263,16,49,4,53.57,88,49
854,76,5,288,24,79,10,63.66,52,43
855,99,7,299,33,67,9,87.18,42,29
856,42,7,181,6,64,3,89.9,48,8
857,51,6,100,35,31,3,86.58,65,19
858,40,5,294,26,88,2,76.82,48,27
859,40,7,20,11,71,7,79.81,87,37
860,13,1,120,42,32,4,76.13,47,33
861,33,2,105,9,29,5,61.35,90,38
862,67,3,145,13,58,9,98.03,29,16
863,82,5,98,13,28,2,59.19,95,40
864,27,7,296,7,94,3,67.76,88,40
865,94,8,133,32,5,7,81.56,51,35
866,100,2,14,24,81,8,99.14,74,10
867,1,9,98,47,98,5,61.27,34,20
868,95,5,161,18,15,0,94.83,18,47
869,2,7,266,36,37,9,88.04,80,16
870,28,8,199,10,64,1,53.4,87,33
871,87,1,6,43,72,7,89.15,54,32
872,97,5,17,24,16,3,87.09,13,44
873,90,3,132,22,32,6,71.62,33,31
874,45,3,281,19,68,10,59.08,90,27
875,92,3,147,21,6,4,67.83,76,17
876,18,6,209,28,23,8,84.94,1,34
877,64,6,198,26,62,1,83.73,45,9
878,12,8,137,43,61,2,98.8,81,3
879,37,1,176,18,32,3,67.16,37,32
880,14,9,105,37,16,2,56.81,26,5
881,68,8,105,30,92,1,93.57,45,0
882,30,9,254,30,34,3,74.75,26,10
883,2,8,212,44,14,7,65.26,7,29
884,18,5,124,49,20,10,71.2,97,41
885,62,7,232,4,27,7,97.94,34,30
886,38,1,158,46,96,5,98.1,6,49
887,36,4,199,11,68,2,63.4,6,30
888,5,8,268,7,77,6,52.6,92,39
889,41,3,9,17,87,7,75.84,84,46
890,33,5,75,25,31,7,88.78,66,49
891,34,6,214,21,49,1,89.96,94,30
892,15,7,229,36,79,10,96.91,49,18
893,74,4,72,46,34,0,56.67,70,39
894,12,1,61,36,83,3,69.96,31,16
895,45,1,83,39,11,10,65.32,83,10
896,1,9,29,9,22,1,96.77,45,31
897,55,5,236,9,92,7,67.62,5,50
898,89,5,171,11,38,0,95.03,27,4
899,19,5,137,38,33,8,72.16,78,6
900,47,6,294,10,5,3,76.92,63,43
901,65,3,135,34,90,5,81.57,44,8
902,17,10,49,21,96,0,50.89,70,4
903,98,6,181,21,67,7,85.07,51,44
904,43,8,181,12,28,0,57.01,56,11
905,48,1,137,15,52,7,87.71,86,8
906,100,4,39,39,11,5,50.32,56,35
907,48,4,84,20,75,1,61.79,75,46
908,99,4,208,13,37,6,63.96,3,1
909,3,7,78,40,55,5,78.78,0,12
910,42,1,127,46,37,6,71.55,15,40
911,96,9,235,1,83,5,77.73,93,10
912,84,1,253,15,29,3,57.51,56,5
913,38,9,238,28,28,8,55.89,93,41
914,46,9,91,10,80,1,56.56,11,26
915,83,1,219,40,91,10,69.78,33,29
916,40,6,163,12,89,5,93.93,1,43
917,33,5,121,1,1,7,99.81,28,10
918,85,6,180,10,27,9,91.46,16,20
919,67,3,178,13,11,10,89.43,67,49
920,29,4,192,19,2,3,77.95,74,11
921,42,2,218,25,86,0,88.38,94,0
922,93,4,156,29,64,6,75.74,46,24
923,67,10,293,16,54,8,76.42,91,17
924,98,7,244,16,41,0,62.21,49,37
925,89,7,111,20,54,7,67.2,46,29
926,2,3,127,23,90,6,97.09,93,12
927,51,10,9,39,37,5,84.88,28,25
928,17,6,124,16,20,6,51.16,86,6
929,13,6,177,9,80,3,70.46,13,23
930,73,4,197,45,79,3,51.48,9,45
931,70,6,11,6,24,10,85.13,22,0
932,34,2,85,35,9,7,67.21,8,27
933,65,8,93,20,14,8,62.18,56,35
934,33,8,9,4,64,7,60.3,59,5
935,69,7,297,23,63,7,58.17,81,12
936,23,10,247,49,98,3,89.23,73,24
937,9,10,91,27,24,3,59.95,1,5
938,61,8,231,49,54,6,66.78,79,15
939,95,1,7,37,4,5,91.11,92,37
940,57,10,4,29,52,9,61.78,67,10
941,4,6,42,21,90,6,87.82,66,0
942,28,4,115,47,7,8,56.61,80,7
943,81,3,233,35,58,4,62.96,92,26
944,87,5,288,39,90,6,73.88,47,15
945,59,3,290,26,17,8,60.15,42,3
946,52,10,165,4,50,7,63.21,28,9
947,89,5,24,38,99,7,86.78,1,0
948,30,4,155,44,44,2,73.57,5,26
949,95,6,101,42,97,6,59.69,53,23
950,45,1,47,25,48,3,50.16,43,14
951,82,6,149,8,8,7,93.62,91,20
952,15,9,163,26,94,5,71.68,38,9
953,55,3,224,13,30,9,95.58,9,13
954,84,8,199,6,12,10,56.07,97,18
955,93,4,296,17,70,8,61.3,22,41
956,96,4,230,49,65,2,95.69,10,21
957,28,5,256,22,61,0,85.01,15,18
958,13,9,20,30,13,7,76.86,57,23
959,66,1,207,41,47,5,58.44,14,31
960,55,3,238,47,9,6,86.41,46,2
961,93,7,110,1,8,4,91.93,35,10
962,12,4,282,44,92,4,84.51,64,37
963,95,3,19,25,29,10,82.1,83,17
964,71,9,209,33,75,2,89.34,1,33
965,18,7,219,42,10,6,66.49,28,47
966,36,9,53,23,49,0,74.04,28,32
967,82,1,145,7,1,7,79.9,70,42
968,68,8,195,23,90,5,83.3,44,24
969,86,10,240,31,50,2,63.41,77,13
970,32,3,69,5,41,3,83.76,9,4
971,54,7,105,19,97,5,66.58,27,35
972,92,1,27,32,65,10,87.65,64,26
973,9,9,170,28,98,5,53.59,52,32
974,19,8,26,5,19,3,63.18,4,7
975,26,6,169,16,94,0,58.43,98,17
976,19,4,42,47,57,0,71.67,19,20
977,4,5,199,13,4,3,96.5,20,34
978,61,4,98,23,96,3,63.11,7,43
979,40,9,238,1,2,5,50.13,20,24
980,49,5,165,26,56,5,95.52,25,22
981,64,6,159,13,34,5,51.61,35,33
982,70,8,133,13,71,0,75.76,22,40
983,23,2,73,33,83,1,51.81,51,41
984,75,2,288,8,74,9,99.67,64,46
985,43,2,3,27,2,4,54.19,54,34
986,32,7,224,5,2,5,83.63,92,33
987,49,9,165,31,48,9,53.61,87,22
988,66,6,184,2,13,5,89.07,43,13
989,9,3,45,40,65,10,82.26,97,34
990,1,8,189,38,24,2,79.61,77,5
991,76,2,134,1,82,6,87.44,16,37
992,61,8,68,25,16,2,84.83,74,45
993,41,8,227,19,100,4,85.39,76,12
994,24,3,132,21,98,7,98.53,64,42
995,52,7,24,26,12,2,59.57,48,37
996,63,8,276,48,51,1,96.56,35,23
997,66,4,288,36,42,7,79.38,62,6
998,57,1,68,24,33,6,79.79,22,28
999,76,2,68,37,62,4,74.92,56,7
1000,5,4,298,1,97,8,61.66,39,43
1001,55,6,137,48,16,2,74.81,60,30
1002,51,8,242,41,17,0,53.32,92,2
1003,91,1,100,11,70,6,74.05,43,43
1004,65,8,99,50,50,10,94.75,35,15
1005,58,6,95,36,68,5,82.39,1,40
1006,60,10,164,5,46,2,85.58,56,9
1007,64,3,104,29,42,10,55.58,77,42
1008,31,5,148,40,20,8,78.69,69,14
1009,28,2,163,37,23,7,90.4,30,13
1010,79,1,135,48,48,2,51.47,71,2
1011,62,8,210,11,87,7,91.63,77,22
1012,95,5,154,34,43,5,83.1,82,12
1013,26,10,4,15,57,10,78.07,68,23
1014,20,10,2,27,85,3,98.58,90,5
1015,66,10,25,40,75,6,59.34,39,32
1016,36,3,251,42,97,7,94.1,57,15
1017,7,10,281,34,13,4,58.05,74,17
1018,42,10,131,50,87,8,71.38,10,27
1019,90,3,223,27,56,8,74.88,36,27
1020,25,5,133,41,93,3,69.28,67,31
1021,2,3,205,39,13,10,65.8,54,15
1022,63,8,194,43,23,10,66.08,9,17
1023,53,10,76,45,12,3,56.41,36,46
1024,53,3,12,33,43,8,98.86,5,17
1025,95,8,1,42,67,8,62.31,1,38
1026,67,7,270,25,44,0,60.62,33,45
1027,70,1,218,16,32,9,55.01,40,16
1028,57,9,234,10,24,0,97.28,52,12
1029,31,2,77,33,52,7,53.08,14,23
1030,24,7,69,4,54,8,97.72,32,29
1031,4,7,296,8,82,9,74.24,9,43
1032,2,7,94,49,7,6,64.06,43,22
1033,75,3,171,40,40,6,84.64,34,26
1034,49,9,274,37,66,8,78.13,4,28
1035,60,5,54,49,28,10,93.4,73,3
1036,74,4,183,10,54,10,80.77,47,30
1037,55,2,79,27,52,3,97.61,67,17
1038,8,1,150,31,70,7,88.66,22,21
1039,55,3,234,40,88,3,60.22,74,23
1040,69,1,152,41,16,5,68.48,67,21
1041,46,2,219,42,70,5,95.02,19,10
1042,22,5,259,8,23,8,84.81,31,4
1043,23,9,291,40,58,10,84.49,56,25
1044,89,3,199,7,72,1,55.11,58,9
1045,14,3,43,46,33,8,75.03,57,37
1046,34,8,258,33,96,8,50.04,55,18
1047,95,2,76,46,20,3,80.74,80,47
1048,78,4,79,35,64,3,67.32,91,3
1049,74,3,42,8,45,0,93.79,43,3
1050,27,8,160,34,34,2,73.62,42,7
1051,49,6,243,16,45,9,59.32,64,37
1052,44,4,23,20,61,10,69.44,20,25
1053,6,1,65,5,76,2,95.71,62,18
1054,12,1,138,10,78,6,51.73,42,3
1055,26,4,77,19,11,9,78.87,17,42
1056,27,2,120,4,79,4,55.8,38,25
1057,28,6,67,28,33,5,60.96,7,50
1058,23,3,198,24,90,9,57.57,95,47
1059,100,9,263,42,38,5,71.88,96,42
1060,84,9,145,36,79,2,78.39,61,9
1061,75,9,85,16,35,0,60.18,59,11
1062,86,2,118,15,28,7,91.25,61,44
1063,23,9,53,36,100,1,87.92,36,29
1064,1,9,247,12,62,3,91.22,76,4
1065,63,5,132,43,92,8,92.25,63,39
1066,32,9,114,4,3,9,95.64,92,22
1067,31,9,53,15,66,1,81.34,92,37
1068,42,1,285,23,36,4,80.27,100,21
1069,99,7,272,29,59,10,91.98,61,45
1070,90,7,226,8,83,0,83.97,42,24
1071,96,2,170,50,78,6,58.37,13,23
1072,44,3,210,19,15,0,57.47,67,0
1073,43,4,252,38,2,1,69.43,59,44
1074,90,7,185,50,34,2,52.7,83,22
1075,62,3,81,50,26,7,70.7,27,22
1076,44,1,53,43,90,8,68.38,4,5
1077,84,10,71,35,6,7,50.31,95,25
1078,24,7,19,47,38,3,92.13,3,49
1079,64,9,164,16,32,4,55.99,74,24
1080,30,2,128,26,89,4,67.54,26,34
1081,20,8,228,12,61,3,77.33,45,45
1082,84,1,265,10,82,8,81.02,100,22
1083,20,3,151,23,69,8,79.56,9,32
1084,43,6,119,9,8,7,75.97,41,2
1085,6,6,287,19,42,5,69.75,92,9
1086,87,3,253,29,17,10,52.27,62,48
1087,58,1,13,12,39,6,51.99,50,33
1088,91,2,98,36,96,1,65.02,62,38
1089,11,4,274,23,37,2,79.92,82,1
1090,35,4,137,25,49,1,90.17,58,49
1091,99,8,70,8,45,3,56.76,99,45
1092,36,9,151,29,14,8,60.27,51,24
1093,48,10,192,21,4,2,77.56,81,26
1094,57,10,175,46,99,3,54.33,84,18
1095,76,9,16,46,98,10,86.03,68,48
1096,75,3,275,27,68,5,93.79,25,40
1097,77,8,70,8,71,5,93.36,80,47
1098,28,9,225,13,8,4,63.8,43,17
1099,39,7,83,11,83,3,86.42,7,17
1100,45,9,123,2,45,5,93.41,54,36
1101,61,10,170,37,26,10,93.7,59,25
1102,81,4,4,10,67,5,80.62,77,15
1103,16,5,45,39,25,10,73.16,40,39
1104,86,2,282,20,35,5,85.64,95,12
1105,61,10,269,41,1,4,78.88,76,5
1106,16,10,166,35,76,0,59.01,31,48
1107,27,2,76,43,25,10,92.64,15,33
1108,24,9,65,41,23,5,58.29,56,37
1109,67,5,206,12,84,5,57.91,53,45
1110,70,3,182,34,27,8,58.02,55,5
1111,11,3,54,24,39,1,70.1,94,37
1112,31,3,249,21,30,9,94.6,13,11
1113,5,2,8,6,86,8,74.68,13,0
1114,20,3,247,5,39,1,81.24,3,17
1115,9,4,180,17,12,6,90.54,49,49
1116,62,2,214,9,54,7,79.14,60,0
1117,80,4,32,23,38,4,86.21,60,0
1118,94,4,131,11,1,4,51.96,12,39
1119,33,5,106,12,50,5,64.99,99,38
1120,90,9,273,36,45,4,53.57,24,12
1121,51,7,125,12,99,2,75.52,79,5
1122,95,6,130,15,47,8,71.58,12,6
1123,96,5,220,15,51,3,98.94,20,39
1124,90,3,268,24,33,7,76.09,67,19
1125,91,7,206,38,38,9,86.85,97,40
1126,94,4,144,5,20,6,62.79,47,41
1127,47,4,95,6,3,5,94.69,38,19
1128,59,2,157,20,59,7,73.09,62,10
1129,8,8,31,47,21,2,64.92,41,47
1130,37,3,286,13,97,1,74.54,63,27
1131,70,8,257,45,20,4,58.45,92,12
1132,43,7,98,32,18,8,67.09,100,43
1133,17,4,148,10,99,4,92.18,23,37
1134,35,7,99,30,7,5,81.78,48,30
1135,83,4,120,2,77,3,53.22,66,19
1136,35,6,294,16,59,9,94.7,73,3
1137,49,10,69,1,16,6,83.47,12,42
1138,28,7,157,17,12,0,73.87,55,11
1139,97,8,269,31,7,2,94.39,84,11
1140,87,3,283,32,71,8,52.71,89,50
1141,74,3,177,21,81,3,93.3,67,7
1142,25,7,250,3,88,8,68.78,14,43
1143,57,3,214,15,20,8,87.49,84,44
1144,39,5,112,26,2,6,50.77,80,48
1145,67,8,185,42,1,8,75.75,6,36
1146,75,10,87,13,100,7,64.89,70,38
1147,100,4,51,27,69,8,64.37,31,40
1148,25,4,149,28,83,2,65.1,70,34
1149,35,1,30,39,56,5,56.02,40,30
1150,96,5,205,15,58,2,54.92,96,39
1151,17,9,286,47,78,6,93.89,84,41
1152,77,4,218,2,91,9,71.79,30,20
1153,100,5,44,25,87,0,65.11,93,11
1154,49,3,52,9,78,10,58.91,38,1
1155,93,2,16,35,84,8,65.7,35,15
1156,31,9,9,23,44,2,89.57,42,44
1157,60,4,135,26,26,0,72.07,4,38
1158,35,4,36,37,16,2,50.64,7,7
1159,84,5,292,29,14,10,83.56,63,8
1160,48,6,280,34,58,7,91.57,61,3
1161,53,10,83,39,89,5,64.86,11,35
1162,10,6,42,41,12,4,71.27,67,7
1163,19,5,66,23,17,1,78.17,15,29
1164,1,5,155,43,97,0,68.3,27,41
1165,98,2,250,15,60,3,57.25,57,49
1166,6,7,117,40,71,6,68.61,74,26
1167,2,6,26,2,97,4,60.37,18,43
1168,73,7,69,18,28,4,50.34,61,34
1169,34,9,272,1,84,0,64.4,83,8
1170,71,4,277,2,28,0,79.43,20,14
1171,38,4,178,43,81,1,74.23,73,37
1172,31,9,65,35,13,9,89.52,35,7
1173,64,3,258,19,76,0,79.25,51,25
1174,40,6,114,47,88,8,54.56,44,37
1175,72,9,204,33,4,7,88.03,43,9
1176,58,5,129,25,51,2,70.69,3,22
1177,64,6,245,32,72,1,70.37,50,39
1178,18,10,213,11,81,7,58.9,98,43
1179,92,7,125,23,100,1,95.38,48,35
1180,15,10,206,7,68,5,79.25,22,44
1181,37,8,258,38,36,9,50.12,76,46
1182,87,5,60,21,5,7,66.82,89,7
1183,46,7,290,47,43,8,74.15,48,1
1184,27,7,110,8,25,3,62.41,4,36
1185,54,5,231,24,70,10,66.79,92,6
1186,37,8,292,48,22,0,58.54,68,0
1187,84,8,149,14,17,8,87.0,24,11
1188,76,7,31,6,74,9,51.45,81,34
1189,88,7,241,20,80,2,89.1,84,22
1190,41,7,185,37,42,7,75.39,100,30
1191,2,5,45,16,80,3,90.59,41,50
1192,52,4,197,44,97,2,53.13,65,18
1193,1,4,113,27,86,8,50.65,80,19
1194,1,8,265,19,16,9,77.16,20,25
1195,99,2,42,28,36,8,94.99,6,29
1196,1,3,166,32,38,10,96.67,58,25
1197,89,8,260,7,85,7,64.18,18,32
1198,37,9,235,25,56,4,85.97,44,43
1199,64,6,73,4,10,10,95.43,84,24
1200,89,3,290,17,49,4,64.98,50,36
1201,35,6,146,40,28,4,56.08,1,19
1202,60,9,134,33,86,8,62.53,96,3
1203,17,3,198,8,81,10,90.59,75,13
1204,25,9,195,29,54,1,62.43,94,9
1205,41,7,77,26,26,0,51.26,67,50
1206,36,6,21,30,25,3,96.52,90,23
1207,29,1,49,50,69,5,53.54,12,37
1208,50,3,23,33,80,9,71.16,33,7
1209,48,3,109,39,72,6,87.46,11,37
1210,100,8,279,21,79,0,57.97,71,0
1211,85,9,39,9,49,3,88.02,21,50
1212,26,2,121,47,98,0,93.84,66,45
1213,89,8,196,25,9,0,55.18,64,3
1214,10,7,156,44,92,4,79.41,2,6
1215,81,5,198,12,28,2,77.33,19,14
1216,48,7,34,23,65,7,53.83,5,44
1217,72,10,262,32,39,0,64.91,7,47
1218,38,8,54,15,36,5,58.85,54,25
1219,36,5,285,32,66,7,61.71,74,3
1220,21,2,253,30,62,0,90.85,63,34
1221,14,3,74,38,91,2,76.91,17,1
1222,47,10,253,9,54,8,72.84,78,3
1223,37,2,282,50,87,9,67.31,35,48
1224,47,5,44,21,61,2,92.86,19,1
1225,32,1,57,12,48,6,68.86,96,4
1226,55,6,78,27,96,7,82.39,90,12
1227,80,2,63,50,40,1,81.52,52,11
1228,100,1,11,22,9,9,79.5,15,37
1229,26,10,43,39,27,7,53.03,2,21
1230,26,1,55,38,31,7,98.41,54,39
1231,96,1,126,21,20,3,90.7,16,17
1232,19,3,231,30,46,5,64.0,49,36
1233,15,6,171,28,15,6,98.38,89,7
1234,57,5,12,49,10,10,73.77,33,34
1235,61,3,111,6,6,7,56.7,46,6
1236,13,10,269,42,19,5,91.21,95,23
1237,63,1,185,17,95,2,83.75,40,41
1238,56,8,276,33,87,10,94.81,78,35
1239,64,9,81,37,48,10,51.6,98,19
1240,93,5,222,46,78,7,58.02,89,34
1241,27,3,90,6,56,0,90.52,44,50
1242,68,1,65,18,78,4,76.37,74,34
1243,1,10,189,23,91,6,91.71,2,1
1244,90,1,5,38,12,10,85.81,69,12
1245,58,9,57,10,12,8,84.62,79,11
1246,1,1,241,41,26,3,58.84,74,30
1247,51,7,218,5,50,5,59.56,6,48
1248,46,3,81,21,70,4,72.34,20,15
1249,47,1,272,37,96,2,78.94,60,19
