Capital_id,Date_id,Employe_id,Service_id,Formation_id,Contrat_id,Effectif_total,Taux_turnover,Nb_recrutements,Taux_satisfaction_agent,Taux_absenteisme,Nb_formation
461,43,280,5,3,3,144,0.08,18,95.81,3.61,1
462,23,200,3,4,3,280,3.03,7,95.2,13.66,6
463,26,88,1,2,2,89,13.48,8,94.03,12.54,6
464,38,162,3,9,4,422,6.13,19,81.13,8.25,6
465,57,185,3,47,3,211,14.64,5,91.13,8.19,5
466,56,38,2,45,1,266,8.88,12,87.5,13.65,7
467,37,194,3,37,4,430,17.99,19,80.24,11.25,0
468,80,3,5,2,1,108,13.46,6,93.94,3.95,10
469,38,167,3,1,5,414,1.84,5,69.99,7.82,1
470,78,236,4,48,3,362,10.73,15,98.53,7.15,7
471,43,175,5,7,5,366,0.02,13,83.98,5.09,6
472,93,142,4,49,4,71,13.77,11,85.02,1.8,0
473,79,234,4,27,4,211,2.03,17,83.06,9.76,2
474,14,248,1,38,1,492,16.79,3,83.0,10.03,1
475,73,159,3,5,5,488,14.78,15,61.5,0.23,5
476,76,156,2,5,2,333,17.53,6,89.54,4.03,10
477,27,268,3,4,5,68,0.11,16,82.63,3.44,7
478,76,153,4,19,1,240,15.84,16,64.29,2.99,7
479,25,102,5,28,3,439,19.08,11,93.45,4.44,0
480,41,169,2,26,1,297,9.98,16,76.63,13.38,8
481,35,186,4,10,2,424,18.22,17,70.27,14.01,1
482,98,10,4,50,2,345,3.66,14,74.24,8.28,0
483,85,282,4,34,1,294,9.85,11,69.79,10.81,9
484,11,52,3,5,3,380,13.24,1,89.37,0.09,1
485,33,215,1,1,5,68,3.7,6,75.29,11.96,3
486,23,66,1,42,3,429,5.28,1,82.02,13.38,7
487,52,103,4,1,3,448,10.96,2,96.52,5.71,2
488,78,101,2,24,1,359,11.77,8,79.19,0.56,5
489,58,58,3,37,5,116,17.23,18,92.69,4.76,10
490,36,84,1,47,1,171,10.72,16,79.14,5.35,0
491,84,61,2,45,5,346,8.2,10,98.09,9.62,10
492,44,192,4,44,3,479,7.52,4,89.17,11.44,8
493,96,224,5,28,1,474,5.99,3,89.18,8.55,6
494,74,91,4,27,4,277,12.67,5,72.5,12.66,6
495,27,25,2,29,4,293,12.39,10,92.29,2.72,1
496,64,61,2,40,2,174,16.91,18,96.31,2.28,5
497,59,287,1,20,2,345,16.65,17,82.06,11.43,10
498,44,295,4,43,5,165,0.27,1,73.99,10.74,9
499,75,116,5,28,3,240,1.1,12,80.46,3.88,10
500,32,293,4,10,4,260,15.14,15,80.54,9.35,3
501,43,276,4,48,4,476,7.42,3,76.66,5.7,5
502,90,234,1,41,5,355,18.92,20,63.84,12.51,1
503,74,1,4,48,1,475,8.85,5,81.85,10.4,6
504,95,233,1,15,2,125,16.47,4,70.79,6.54,3
505,1,170,2,20,2,289,14.24,19,70.98,5.01,9
506,29,35,1,4,1,180,8.58,8,77.2,0.66,4
507,57,234,2,28,3,191,19.49,15,89.42,2.59,1
508,61,182,3,13,3,433,5.12,13,72.87,8.89,2
509,42,243,4,49,5,107,5.84,11,96.78,13.94,1
510,42,40,4,2,4,427,8.97,2,97.14,1.89,10
511,33,174,5,50,1,80,12.95,7,87.81,5.47,1
512,89,51,2,23,1,266,11.26,17,83.06,5.86,9
513,17,184,3,31,5,285,3.37,17,72.16,5.94,2
514,14,154,3,22,3,104,13.63,1,93.16,10.98,1
515,65,151,5,49,2,469,7.12,20,79.92,11.24,9
516,48,172,5,1,4,225,18.51,19,89.41,6.92,1
517,10,48,5,31,5,200,14.94,8,75.25,6.1,8
518,64,112,1,48,5,293,16.02,18,86.36,13.65,9
519,75,220,4,6,5,93,4.73,18,88.45,1.45,3
520,57,295,1,47,3,64,2.28,16,82.81,1.96,2
521,99,209,4,25,2,367,10.76,5,72.6,5.55,6
522,71,55,1,36,4,55,2.87,6,96.29,2.46,0
523,99,69,1,37,3,400,12.8,0,71.42,8.06,9
524,9,164,3,36,5,304,8.7,18,66.13,4.47,1
525,68,216,3,46,2,236,16.86,9,92.22,6.29,7
526,87,221,5,50,5,429,13.3,16,63.83,14.02,10
527,2,52,4,12,5,377,10.74,16,75.26,14.4,6
528,34,105,3,37,2,432,11.35,4,84.49,12.64,4
529,70,56,2,21,5,93,16.12,8,97.1,8.21,6
530,56,24,1,30,1,232,12.41,9,97.94,10.52,0
531,47,286,1,32,5,351,19.34,12,60.12,4.94,5
532,34,170,4,16,4,387,2.29,8,91.89,4.01,8
533,66,239,2,20,3,235,19.83,20,99.86,9.16,4
534,70,168,2,34,3,91,1.61,7,86.49,4.68,0
535,69,268,1,13,2,447,8.59,1,85.37,14.23,9
536,76,206,4,7,5,181,2.85,17,96.06,12.21,10
537,15,237,3,46,2,335,6.94,12,75.11,13.88,4
538,38,213,3,40,2,141,5.79,14,78.61,14.32,9
539,1,294,2,15,4,279,16.37,5,86.61,7.27,6
540,79,122,3,16,3,65,8.97,9,66.99,12.68,8
541,11,202,3,49,3,473,6.84,8,87.84,11.13,2
542,36,33,1,44,1,65,0.28,3,89.05,2.65,0
543,2,138,3,29,5,471,10.95,10,65.45,13.77,10
544,47,226,5,39,4,124,19.29,8,84.41,14.77,1
545,89,195,3,7,4,275,15.14,11,87.46,9.96,4
546,7,193,3,3,4,358,17.29,8,71.28,13.02,3
547,36,210,4,50,2,409,14.53,3,65.43,6.08,1
548,44,75,4,43,5,195,5.76,17,65.34,9.07,8
549,50,149,4,48,4,94,12.46,8,86.4,7.29,6
550,94,193,1,25,3,351,19.89,7,70.06,3.3,9
551,21,24,2,2,5,454,3.3,6,62.75,4.81,2
552,40,193,3,1,4,232,3.73,3,79.23,10.18,3
553,44,138,2,50,4,402,15.08,6,74.3,2.51,1
554,98,185,2,16,3,199,14.09,15,65.47,11.88,10
555,48,208,3,12,5,446,16.03,5,71.73,13.04,4
556,91,136,3,36,3,237,15.16,14,78.37,12.72,1
557,8,207,4,25,3,170,12.83,10,62.91,2.05,0
558,73,41,5,9,5,362,13.11,2,64.28,8.79,9
559,35,6,4,5,2,336,13.66,13,81.86,11.07,7
560,100,299,3,28,3,445,19.32,10,85.89,7.48,6
561,56,276,3,22,4,378,15.14,18,78.04,11.82,0
562,82,157,4,15,1,110,5.55,7,68.32,11.58,9
563,72,284,3,23,2,321,3.56,4,74.89,6.79,1
564,13,85,4,1,4,338,11.42,15,92.91,9.53,10
565,58,271,2,38,3,435,19.63,20,91.35,1.36,4
566,51,181,1,4,3,437,17.41,13,73.14,3.4,10
567,96,207,5,34,1,237,2.39,16,93.93,1.27,2
568,93,284,4,15,1,426,4.05,16,84.56,14.46,9
569,76,26,3,22,5,68,16.74,1,85.61,10.8,2
570,61,158,2,14,3,420,2.76,16,65.74,0.88,0
571,46,19,1,6,1,345,11.23,12,94.33,7.74,7
572,91,164,5,47,2,169,11.43,2,97.01,2.76,10
573,90,160,3,9,3,191,7.02,12,97.68,2.9,5
574,18,249,4,27,4,279,17.25,12,89.63,12.31,8
575,93,223,1,1,2,255,10.05,19,75.86,3.15,8
576,83,22,5,46,1,88,8.58,3,81.46,10.88,0
577,21,9,4,1,4,304,11.94,7,92.99,1.88,5
578,83,131,2,37,3,62,1.37,8,91.82,9.08,3
579,9,98,3,26,5,328,4.91,20,69.82,11.81,2
580,62,41,2,15,5,427,17.34,12,74.58,14.12,0
581,80,125,1,21,4,298,2.4,2,76.16,8.61,10
582,39,56,3,5,3,254,16.34,20,91.24,1.39,6
583,83,181,3,12,5,50,14.67,14,72.57,3.63,6
584,9,104,3,40,3,197,13.04,0,75.5,10.13,3
585,65,137,2,36,3,163,12.54,6,99.8,9.64,5
586,68,245,3,10,1,83,11.48,4,98.35,2.89,2
587,91,174,4,2,2,178,12.46,18,60.84,0.75,4
588,35,74,2,45,2,343,17.05,16,98.01,11.47,9
589,37,164,5,40,5,147,5.46,15,61.38,14.6,9
590,7,216,2,22,2,474,16.91,11,68.86,13.18,8
591,98,24,5,22,3,313,19.49,6,85.24,1.57,6
592,27,113,1,34,5,172,18.07,15,89.66,5.02,7
593,82,194,2,32,5,271,10.6,19,67.81,5.13,6
594,46,249,2,36,1,114,1.56,17,98.68,9.53,9
595,52,290,1,50,1,451,10.02,0,83.58,8.99,8
596,82,17,3,15,3,98,18.89,11,79.42,9.24,4
597,35,130,4,40,1,436,16.43,7,79.84,13.06,1
598,64,94,2,34,5,241,0.39,6,80.07,5.98,1
599,95,257,2,45,2,382,0.17,5,77.02,12.88,8
600,53,49,1,17,2,388,18.93,12,89.61,12.64,4
601,19,266,3,25,1,193,9.88,19,85.2,9.28,4
602,94,117,3,40,2,352,1.23,8,64.34,2.96,8
603,43,29,5,35,1,320,10.71,0,97.64,14.57,4
604,23,240,3,47,2,355,7.13,10,93.68,3.44,0
605,23,152,3,49,2,143,5.93,2,98.95,13.9,4
606,53,160,2,41,4,138,15.28,12,96.11,7.8,5
607,4,198,4,4,3,287,11.35,8,66.92,4.92,8
608,51,102,5,32,5,158,8.63,10,99.38,11.12,6
609,31,6,1,18,5,447,2.88,13,94.79,7.86,5
610,16,229,2,30,4,175,17.81,16,98.85,9.1,7
611,89,166,3,8,3,421,8.61,18,98.5,4.14,6
612,30,255,5,8,3,347,9.69,17,92.81,14.11,5
613,62,146,5,21,4,147,1.51,9,78.88,2.38,7
614,6,259,1,20,5,116,18.28,8,80.97,12.13,3
615,20,108,4,32,3,496,17.41,0,63.9,12.64,1
616,31,275,5,23,2,360,1.35,19,68.21,9.81,8
617,22,54,1,4,4,244,7.55,12,62.08,12.15,1
618,30,1,4,46,5,219,7.17,2,74.53,14.3,7
619,39,156,5,27,2,245,7.22,2,76.72,5.5,1
620,3,108,5,45,1,383,1.95,2,88.76,6.87,0
621,60,148,3,50,1,127,16.66,14,75.99,0.06,10
622,23,25,3,36,1,164,15.84,18,68.76,5.86,7
623,48,155,5,37,4,364,11.85,3,84.91,2.37,8
624,55,290,2,4,3,347,7.52,5,62.92,11.24,0
625,32,157,5,37,3,309,7.19,10,68.03,6.93,2
626,57,14,1,20,2,404,13.43,7,86.34,13.7,5
627,39,142,5,19,1,324,1.98,1,64.41,0.35,1
628,55,45,1,28,5,169,0.12,4,88.29,6.64,2
629,60,115,4,31,4,184,16.71,4,68.64,6.73,9
630,96,39,1,34,5,51,16.54,7,73.68,3.28,8
631,18,52,2,6,5,203,1.86,3,99.9,4.56,1
632,11,144,1,33,3,465,10.13,11,80.78,6.3,2
633,24,36,5,32,2,251,19.73,1,72.43,5.47,8
634,90,96,1,2,1,164,13.45,4,77.8,6.23,7
635,73,113,4,24,4,378,17.14,6,71.44,4.52,9
636,45,137,2,34,3,181,4.94,20,92.76,9.87,2
637,71,216,3,23,1,163,17.52,6,94.79,9.11,10
638,5,32,2,50,2,138,12.48,2,79.04,2.73,3
639,61,42,5,28,2,204,16.7,16,94.76,3.6,0
640,14,279,3,36,5,499,0.84,5,93.01,8.65,3
641,30,179,3,31,4,226,13.45,17,64.95,2.82,5
642,29,203,4,6,3,242,17.39,11,78.36,5.43,3
643,96,61,2,50,1,383,10.65,1,90.32,9.37,9
644,50,25,4,16,5,498,18.32,8,68.96,1.4,10
645,66,212,1,11,2,486,1.53,10,79.07,12.39,3
646,33,85,1,2,4,367,17.2,16,79.39,7.2,6
647,47,107,5,9,5,312,9.95,18,69.09,3.74,1
648,66,58,5,19,3,305,9.72,4,73.97,9.25,1
649,97,165,1,35,4,429,10.33,14,75.09,1.23,6
650,40,230,5,10,3,442,11.05,4,70.42,11.67,9
651,95,72,3,49,3,168,1.25,8,74.57,13.3,9
652,14,118,1,23,5,285,3.98,14,88.05,2.45,8
653,80,236,2,40,3,256,9.81,17,73.15,9.56,4
654,33,25,4,10,1,70,17.41,16,88.92,8.22,7
655,72,240,5,23,2,285,6.85,10,66.41,3.44,7
656,58,115,2,27,1,124,13.81,4,78.45,12.06,10
657,43,165,5,39,2,405,12.3,6,74.3,10.31,0
658,42,42,3,42,3,390,13.14,10,84.51,4.94,3
659,35,188,4,46,2,451,13.35,14,70.69,10.4,4
660,48,159,1,34,1,281,18.92,1,80.97,12.13,10
661,13,260,2,26,4,54,17.05,5,68.95,5.05,7
662,67,296,5,50,2,457,19.49,19,72.83,14.73,3
663,39,268,2,35,2,410,2.99,11,72.83,2.8,0
664,35,235,5,47,2,339,1.37,1,88.76,13.66,6
665,47,70,4,28,1,111,13.93,10,99.69,4.23,4
666,77,153,3,1,5,280,3.17,11,74.55,13.15,0
667,81,228,4,19,4,195,15.18,19,90.17,14.39,7
668,81,242,2,23,2,363,8.23,3,86.39,1.89,6
669,55,166,3,2,1,407,3.9,12,97.89,8.43,9
670,88,176,1,33,5,55,3.4,16,75.17,0.13,5
671,16,14,5,34,2,76,2.67,13,68.74,5.6,3
672,56,15,4,18,3,106,4.29,10,63.15,11.38,5
673,77,292,1,44,5,373,9.16,16,85.8,8.18,4
674,34,216,5,46,3,83,8.01,19,90.3,13.27,6
675,15,28,5,9,1,271,15.25,4,86.29,14.23,4
676,100,145,2,20,4,436,11.04,2,70.02,11.82,9
677,76,296,2,14,4,206,9.45,2,91.02,7.6,5
678,58,10,5,24,3,447,3.01,19,64.47,8.93,5
679,87,16,5,16,2,345,6.76,18,62.12,0.96,0
680,26,96,1,27,2,485,11.41,18,96.43,1.3,1
681,4,175,4,35,1,246,19.34,14,86.03,5.59,5
682,22,172,5,37,2,158,10.34,20,96.29,9.44,0
683,15,107,4,23,3,335,15.1,13,70.12,8.72,1
684,80,84,2,16,3,233,1.02,19,95.32,13.87,10
685,88,171,5,49,5,370,0.87,17,62.73,14.3,6
686,40,188,2,31,2,164,5.65,18,62.45,5.14,2
687,35,231,4,25,4,363,6.73,5,76.74,9.0,4
688,96,248,3,43,5,93,16.56,11,99.04,1.61,0
689,58,95,3,33,2,80,11.66,16,67.45,0.44,1
690,13,78,2,41,2,306,18.27,18,62.06,0.72,0
691,24,60,3,24,2,63,19.72,10,69.19,9.21,3
692,52,224,4,21,4,121,7.26,20,65.59,4.67,2
693,67,183,3,49,5,403,13.97,3,73.37,6.75,5
694,35,129,5,35,4,333,2.17,1,78.37,4.06,6
695,58,124,5,4,3,88,7.35,19,64.7,0.33,3
696,98,238,3,10,4,468,7.93,14,80.27,11.15,1
697,54,33,2,48,1,135,18.76,16,79.09,0.99,1
698,68,26,1,9,4,393,14.5,15,81.51,0.06,10
699,30,82,4,29,3,81,6.26,20,63.69,1.4,5
700,3,92,4,21,3,151,6.33,17,83.36,14.52,4
701,14,98,2,37,4,94,0.19,13,95.58,6.18,7
702,74,294,4,1,2,290,7.6,3,65.78,2.36,3
703,27,11,5,6,3,279,8.22,5,98.44,11.66,8
704,12,245,3,24,5,276,1.32,1,80.43,12.39,2
705,94,162,3,27,1,143,15.74,5,96.87,10.84,3
706,30,71,3,24,4,401,4.4,5,60.88,2.21,3
707,71,210,5,5,1,291,10.65,20,91.47,9.25,0
708,74,210,2,34,3,285,11.86,4,82.36,4.92,8
709,50,278,1,2,2,97,5.63,20,94.91,5.46,1
710,83,189,3,49,4,162,5.22,14,61.33,14.17,6
711,29,189,2,41,1,489,6.32,20,89.99,6.78,7
712,34,211,1,10,5,230,17.87,8,61.1,14.16,7
713,14,212,4,48,3,342,16.19,4,95.4,3.23,8
714,96,299,1,3,2,313,17.56,6,95.53,14.6,6
715,36,11,1,46,4,281,19.55,2,76.88,6.56,5
716,79,96,4,32,4,425,5.36,6,81.2,0.13,5
717,90,220,5,23,4,406,7.93,10,62.84,9.25,1
718,59,114,2,7,3,327,19.08,9,81.9,11.08,9
719,8,84,1,33,4,367,14.79,16,88.12,5.59,9
720,91,80,1,41,5,367,8.26,11,60.59,13.83,10
721,23,90,3,50,1,109,19.62,2,86.27,1.11,6
722,58,181,2,6,3,285,4.53,5,89.26,1.63,7
723,20,9,3,32,2,438,7.89,7,87.73,3.25,5
724,51,81,3,35,4,119,16.58,1,69.61,10.15,2
725,66,244,5,36,4,431,13.63,2,91.47,4.99,4
726,98,70,2,9,1,253,5.83,5,61.7,10.91,10
727,88,84,2,36,1,54,11.56,1,79.71,0.72,7
728,96,229,2,37,1,285,8.48,4,60.91,10.17,9
729,66,163,1,40,5,264,1.98,5,69.02,2.87,5
730,35,21,3,11,2,213,13.39,7,76.62,11.91,5
731,45,89,1,24,3,240,2.4,2,78.88,4.36,6
732,62,214,1,11,1,301,1.32,4,63.68,4.7,5
733,3,19,1,16,2,137,2.84,20,78.41,2.9,2
734,87,51,1,11,1,90,18.68,7,66.12,10.14,8
735,19,242,2,34,5,137,8.63,1,84.33,3.81,9
736,19,188,2,23,1,282,17.17,12,79.89,13.75,2
737,7,124,1,30,2,434,16.06,5,95.46,1.59,1
738,66,231,1,37,1,59,3.29,3,65.39,14.9,10
739,25,73,2,23,5,339,9.95,7,67.92,13.06,9
740,45,41,4,30,4,420,1.26,19,60.29,7.84,5
741,20,81,5,11,2,245,6.5,9,74.27,13.57,5
742,55,45,3,45,2,384,5.74,5,74.17,8.39,0
743,57,267,5,24,5,435,15.0,20,73.24,6.77,5
744,71,8,5,13,5,100,1.22,12,99.6,4.11,4
745,23,179,2,41,1,64,10.7,16,84.12,0.16,4
746,1,196,3,12,5,388,4.55,9,77.92,1.2,0
747,6,49,2,2,4,51,17.78,18,83.59,1.89,2
748,86,63,2,1,4,335,0.9,11,79.22,10.52,10
749,56,77,1,28,1,410,10.73,3,89.96,8.52,6
750,53,145,3,26,4,499,3.72,4,69.34,4.59,5
751,72,29,2,31,2,158,12.05,4,93.53,11.64,5
752,74,197,2,45,5,181,16.83,20,79.26,7.85,9
753,100,189,1,34,3,493,12.13,14,95.0,0.49,9
754,80,248,5,38,4,229,14.77,18,77.45,3.11,10
755,51,56,3,17,3,145,16.1,16,78.12,12.34,0
756,74,205,5,15,5,240,2.46,5,79.05,4.39,4
757,40,237,3,5,4,214,4.45,8,75.69,5.88,8
758,21,147,1,23,4,123,8.43,12,92.04,11.63,9
759,95,252,3,8,4,116,11.56,2,91.54,11.29,10
760,85,67,1,44,2,388,18.38,9,78.33,0.75,6
761,40,147,4,46,4,140,15.63,10,75.99,10.78,0
762,36,192,2,22,2,189,8.73,10,70.74,0.22,1
763,11,204,3,1,1,467,16.22,8,99.55,12.32,5
764,73,23,4,4,4,184,3.68,2,97.26,7.46,8
765,65,111,3,39,3,316,19.12,19,85.35,9.61,3
766,26,86,1,5,3,186,1.51,20,93.94,1.6,10
767,81,22,2,4,3,279,0.9,17,68.2,0.3,4
768,38,222,3,21,4,437,5.02,12,85.73,11.3,8
769,5,172,2,37,5,497,10.06,14,72.2,13.86,1
770,40,61,4,21,5,367,1.67,16,62.08,5.5,5
771,11,129,5,29,4,322,13.27,13,80.64,7.38,3
772,37,262,2,42,3,160,14.83,15,83.24,6.67,7
773,64,124,1,34,5,92,8.47,3,74.96,13.34,9
774,38,259,2,35,4,392,9.84,3,92.76,11.85,5
775,87,2,1,2,2,128,6.3,9,99.62,9.22,4
776,45,145,4,35,4,189,5.79,4,89.69,4.99,0
777,45,252,4,48,3,196,1.23,12,64.71,6.55,7
778,50,295,3,25,4,65,3.56,6,93.43,13.54,9
779,9,68,1,48,4,428,10.15,7,92.65,14.87,10
780,14,92,3,30,3,346,0.59,1,61.11,2.84,6
781,59,26,2,14,3,54,6.49,6,77.02,5.95,5
782,19,5,2,20,1,466,12.7,1,86.93,1.67,0
783,34,72,4,33,1,426,18.34,17,85.37,1.46,8
784,84,242,1,20,5,392,15.17,18,66.6,5.49,8
785,26,24,5,3,3,126,1.08,3,60.28,0.48,6
786,11,102,4,4,2,155,5.88,10,81.04,8.49,8
787,3,135,1,29,1,422,2.33,12,67.47,3.59,10
788,13,223,4,6,3,389,4.67,0,70.56,12.98,1
789,44,217,5,38,4,116,7.02,20,70.2,3.81,5
790,19,202,5,12,5,52,8.63,8,65.37,7.52,7
791,99,288,4,11,3,310,9.43,1,91.23,10.14,4
792,2,197,1,7,2,241,19.09,10,83.85,3.1,10
793,59,263,4,23,5,389,18.65,2,95.52,9.1,4
794,89,68,5,3,5,203,2.13,11,73.3,12.28,6
795,55,229,1,39,5,381,16.92,12,69.9,6.36,4
796,30,89,3,36,4,422,8.05,14,77.73,13.89,3
797,96,129,3,12,1,149,19.75,0,67.98,6.11,8
798,62,178,1,17,4,409,13.76,9,65.29,1.3,2
799,60,45,4,34,1,90,0.41,10,98.32,3.95,9
800,69,231,5,34,2,118,14.22,0,74.54,12.07,7
801,55,269,1,20,3,312,18.45,3,90.87,10.95,0
802,74,135,2,23,2,344,0.83,7,60.43,13.08,9
803,1,154,3,37,3,269,6.64,13,95.5,0.72,3
804,29,85,1,44,4,267,1.62,17,61.11,9.87,2
805,58,149,1,48,1,112,9.37,3,82.97,14.89,6
806,69,281,5,45,2,123,4.86,15,84.28,10.25,3
807,90,21,5,50,1,137,15.74,13,99.81,13.67,2
808,99,146,1,6,4,106,10.52,15,99.92,1.8,8
809,40,193,2,31,1,65,16.99,19,96.79,13.34,9
810,36,57,5,31,4,120,8.03,5,71.16,9.05,4
811,16,263,4,8,3,107,2.0,10,97.87,9.63,3
812,68,64,3,14,5,239,5.55,18,64.63,9.8,3
813,52,188,4,17,1,104,13.72,10,69.64,7.49,4
814,20,5,2,2,1,226,6.9,3,96.74,1.76,10
815,95,194,2,44,1,341,10.96,7,69.02,10.72,10
816,96,32,2,24,3,138,13.32,3,67.73,8.79,9
817,82,210,5,17,2,147,18.95,12,60.52,10.31,4
818,56,172,5,18,3,120,11.18,2,63.08,1.9,1
819,18,10,5,1,4,114,8.8,14,67.0,6.03,10
820,64,187,5,44,3,159,11.97,14,76.32,8.01,4
821,77,255,1,7,1,203,5.44,10,73.24,10.39,7
822,15,253,4,28,2,305,14.26,17,64.58,10.85,2
823,41,285,2,43,1,164,1.46,13,92.8,5.56,6
824,8,145,5,29,5,87,7.01,8,77.62,4.45,4
825,61,257,5,11,2,448,2.34,5,81.47,11.41,7
826,18,120,2,45,3,369,14.88,2,91.97,6.83,7
827,3,98,4,47,1,361,8.09,16,83.38,0.17,4
828,88,132,4,8,1,203,7.27,7,74.08,2.62,5
829,62,224,4,23,5,250,12.41,17,67.13,10.69,9
830,49,235,2,23,3,204,7.49,6,92.43,4.5,8
831,76,24,2,30,3,298,5.24,9,85.63,10.52,6
832,57,114,2,31,2,462,3.25,15,84.4,9.64,9
833,84,19,5,46,1,347,4.76,19,63.74,12.75,9
834,76,261,1,37,1,416,11.08,10,61.87,1.01,9
835,77,282,5,18,2,214,0.33,2,63.12,7.22,6
836,65,218,3,30,2,313,9.51,15,80.72,1.14,1
837,8,80,5,12,2,398,2.17,10,91.79,13.31,1
838,36,10,5,34,3,53,3.38,5,81.07,6.36,1
839,66,46,1,49,3,272,15.44,11,64.32,6.83,0
840,99,186,4,49,4,186,18.75,19,81.59,1.12,7
841,27,92,2,2,3,221,0.97,8,80.77,5.23,9
842,33,169,5,1,1,176,11.25,18,71.59,3.09,9
843,48,41,4,13,1,327,18.53,8,79.93,3.54,5
844,29,217,4,25,3,120,10.12,6,77.37,12.86,6
845,59,171,4,50,4,456,16.44,17,74.25,5.63,2
846,61,31,2,16,5,235,13.32,8,82.61,3.92,2
847,55,300,4,1,5,75,2.85,19,79.77,13.2,4
848,71,125,4,42,2,68,7.4,4,86.39,4.7,10
849,21,165,5,45,5,74,18.07,13,67.69,7.72,0
850,18,198,1,25,2,410,15.4,19,61.2,11.18,4
851,61,280,5,14,2,118,18.56,14,79.99,3.9,5
852,88,250,3,3,2,353,2.45,0,72.39,2.26,8
853,19,170,1,40,2,423,3.39,12,70.54,3.19,1
854,41,102,2,23,4,231,6.83,4,76.18,3.07,9
855,73,54,5,26,5,361,11.44,8,61.39,2.7,10
856,10,16,1,27,3,267,7.43,12,67.59,11.15,5
857,49,217,1,30,2,63,11.18,20,99.26,0.25,1
858,58,220,4,10,3,173,6.23,5,76.01,9.28,1
859,2,126,4,28,1,416,15.73,14,61.85,1.12,5
860,29,24,2,14,4,128,8.46,13,96.36,13.24,5
861,90,241,4,26,1,419,7.64,11,81.73,7.35,10
862,84,147,5,29,5,79,0.25,16,84.72,11.94,6
863,43,155,1,40,4,301,14.24,1,85.71,2.16,1
864,47,243,3,31,1,499,8.28,19,97.54,0.88,2
865,94,160,5,6,5,138,9.1,3,60.29,11.22,5
866,42,242,2,21,3,201,9.94,8,70.94,14.43,5
867,88,82,2,19,4,234,3.2,0,88.85,10.95,4
868,19,167,3,14,5,299,14.62,1,75.6,7.79,7
869,45,297,2,12,3,117,9.95,18,74.15,3.19,3
870,68,126,4,42,3,289,15.26,12,94.3,10.74,6
871,55,106,2,47,3,322,13.98,3,73.94,6.39,9
872,12,229,1,6,1,394,14.25,8,98.08,8.6,0
873,45,155,4,37,5,153,16.55,4,91.96,7.4,8
874,25,15,4,2,2,208,2.54,20,78.79,5.98,0
875,41,58,2,3,5,277,4.88,0,85.92,7.93,7
876,88,119,2,47,1,232,6.17,1,80.97,11.29,0
877,80,108,1,7,3,382,9.26,7,75.65,5.86,3
878,25,37,4,25,2,500,17.13,10,79.69,6.94,3
879,71,182,1,5,2,90,13.19,11,82.12,9.34,5
880,66,285,4,41,1,306,7.94,13,84.37,2.2,7
881,12,268,2,18,4,158,18.82,15,66.57,14.94,3
882,95,292,2,49,3,422,1.17,13,72.82,11.99,9
883,50,67,2,28,2,337,19.34,8,97.06,5.42,9
884,8,59,5,41,5,384,19.0,3,78.91,5.2,6
885,26,139,4,41,5,132,11.08,17,61.45,7.86,6
886,94,83,5,25,3,455,9.93,7,73.78,13.19,2
887,61,180,4,44,2,226,3.24,19,65.95,6.1,2
888,99,167,2,24,3,79,13.03,0,84.55,3.26,9
889,7,113,4,17,3,53,19.61,5,60.7,8.69,1
890,73,136,1,44,1,475,19.51,10,77.69,14.8,8
891,27,178,5,22,3,356,12.12,18,79.18,2.65,1
892,69,29,5,5,4,206,11.81,6,94.01,5.97,5
893,89,119,4,21,1,293,1.71,9,83.73,10.16,5
894,100,181,3,7,2,304,0.27,1,65.73,6.26,4
895,44,88,5,37,4,430,11.38,13,80.14,4.03,7
896,21,35,2,25,1,193,9.23,1,94.36,10.79,9
897,59,86,1,46,4,178,7.84,17,82.76,5.31,7
898,100,79,1,25,5,87,1.9,13,72.82,1.15,5
899,37,24,3,9,2,232,9.93,6,72.28,8.21,6
900,94,202,3,7,2,301,18.83,6,61.39,11.48,0
901,50,104,3,22,4,240,6.62,6,74.73,1.77,5
902,43,226,1,14,2,451,14.36,20,73.22,9.9,10
903,39,104,4,41,1,266,4.98,2,73.24,14.88,2
904,93,110,1,32,1,125,14.07,1,80.16,2.81,4
905,53,171,4,1,5,462,19.84,5,65.4,2.11,7
906,74,77,2,48,3,354,13.19,13,72.81,10.96,5
907,37,65,5,8,2,499,8.92,6,71.18,10.92,5
908,49,221,3,13,4,243,4.92,17,71.82,4.91,4
909,92,191,3,5,4,457,16.52,17,70.82,8.13,7
910,13,43,5,16,2,55,4.99,4,98.83,12.81,1
911,43,163,2,36,5,366,19.65,14,79.86,7.57,9
912,35,109,1,5,5,302,11.95,16,99.35,2.25,0
913,48,170,1,37,4,52,0.99,15,87.2,9.6,7
914,79,93,3,38,5,484,5.63,6,66.97,3.34,0
915,7,238,1,6,4,274,9.72,18,64.21,8.55,8
916,11,262,2,38,5,86,14.14,8,72.35,9.32,2
917,42,124,2,36,4,449,19.98,8,78.98,8.19,9
918,69,37,2,26,1,338,13.46,18,75.33,10.73,6
919,36,254,5,36,2,100,15.45,10,90.43,11.88,2
920,15,215,2,20,1,269,17.38,1,90.18,8.9,7
921,76,77,5,31,5,50,13.97,20,89.8,12.0,2
922,8,185,1,11,1,103,1.32,1,66.86,6.46,1
923,55,255,3,15,4,120,6.72,7,79.09,3.72,6
