Production_id,Date_id,Journaliste_id,Media_id,Thematique_id,NB_Depeches_publiées,NB_articles_multilingues,Taux_respect_délais,Nb_photos_vidéos_produites,Taux_publication_conjointe,Nb_erreurs_corrigées,Nb_relecture
493,33,10,5,8,9,4,65.16,3,0.52,0,3
494,49,8,10,13,7,4,91.93,8,0.22,2,2
495,93,19,2,11,1,3,86.44,0,0.12,0,5
496,34,4,4,16,9,5,86.37,0,0.53,2,1
497,74,1,7,5,9,0,99.73,8,0.92,1,5
498,70,3,7,13,5,3,76.12,2,0.07,2,0
499,67,4,7,3,7,4,87.27,1,0.54,2,4
500,49,10,10,6,5,1,68.27,0,0.09,3,4
501,100,10,3,11,2,2,94.52,3,0.03,0,2
502,100,8,4,3,4,3,98.5,2,0.45,0,4
503,76,8,3,10,4,5,86.19,0,0.23,1,4
504,66,14,4,2,4,3,96.52,1,0.81,1,1
505,66,3,7,12,3,0,72.6,5,0.84,3,1
506,36,11,8,3,1,5,81.74,8,0.62,3,2
507,87,18,11,3,9,2,73.95,4,0.69,3,2
508,35,13,5,9,1,3,82.35,8,0.8,2,4
509,35,17,4,7,7,1,74.97,0,0.49,3,2
510,85,11,2,9,1,5,85.76,7,0.42,1,0
511,67,1,6,5,4,1,83.14,3,0.26,1,5
512,23,4,5,7,7,4,99.62,5,0.1,3,4
513,58,14,3,13,6,0,68.41,0,0.06,2,0
514,57,2,8,4,7,1,70.0,0,0.64,2,5
515,94,1,4,8,3,0,99.45,2,0.85,2,0
516,5,6,3,2,4,4,81.45,3,0.02,2,2
517,42,5,2,2,10,1,73.72,1,0.38,3,3
518,85,9,7,14,5,5,97.8,1,0.38,1,0
519,91,12,5,15,1,2,70.39,3,0.51,2,1
520,53,3,6,12,7,1,76.74,0,0.22,3,1
521,29,4,7,10,10,3,96.43,6,0.12,1,5
522,62,20,9,12,9,3,72.31,1,0.65,2,1
523,100,5,7,7,9,4,70.31,7,0.81,3,3
524,13,6,4,6,8,4,94.59,3,0.71,0,4
525,53,12,2,2,9,2,73.18,4,0.7,0,4
526,45,19,4,6,8,3,80.84,1,0.5,1,3
527,84,8,4,12,3,4,97.17,8,0.26,0,3
528,23,14,6,10,9,2,78.29,3,0.11,2,1
529,32,13,11,3,5,3,88.58,5,0.5,2,2
530,58,15,11,2,9,3,81.81,7,0.93,2,3
531,13,15,11,10,9,3,79.32,4,0.95,3,2
532,3,15,10,5,9,2,76.01,4,0.18,1,4
533,46,2,7,11,8,4,92.51,4,0.83,3,0
534,73,4,2,13,8,0,99.02,1,0.98,3,4
535,95,17,7,7,1,2,75.52,8,0.02,3,2
536,31,9,8,16,10,3,68.83,0,0.02,1,0
537,87,19,9,12,6,1,73.71,1,0.78,0,5
538,36,3,2,5,5,5,61.65,1,0.68,2,1
539,95,17,5,8,5,0,64.68,4,0.2,3,3
540,88,14,8,15,7,1,68.08,7,0.14,3,4
541,4,14,10,3,5,0,95.27,1,0.57,2,4
542,3,17,10,15,3,4,82.31,3,0.64,0,0
543,61,18,5,12,4,4,93.66,2,0.3,1,2
544,54,10,2,9,5,3,96.84,1,0.08,1,5
545,77,7,2,10,10,2,93.73,0,0.94,2,2
546,27,9,9,4,10,3,72.3,5,0.99,3,1
547,6,11,5,6,7,3,74.68,7,0.01,3,4
548,68,8,9,16,9,3,62.7,0,0.92,2,3
549,50,4,3,15,1,2,92.84,6,0.83,0,2
550,97,19,2,14,1,5,88.13,1,0.45,3,2
551,69,4,10,15,6,4,88.37,6,0.6,3,3
552,77,15,8,10,9,1,99.89,4,0.49,2,3
553,17,7,7,10,1,3,75.22,3,0.71,3,1
554,44,7,4,16,4,3,90.4,5,0.78,0,1
555,59,4,3,8,5,1,71.69,3,0.2,1,0
556,39,8,10,15,5,4,76.66,8,0.01,3,1
557,46,2,3,7,7,0,88.51,6,0.51,2,5
558,100,11,2,10,4,0,79.46,7,0.53,0,4
559,84,16,8,11,3,2,65.95,3,0.96,0,1
560,66,15,4,16,8,2,74.92,4,0.1,2,2
561,54,2,7,10,5,1,63.05,5,0.23,2,3
562,87,20,3,13,9,2,69.13,1,0.8,1,0
563,96,6,10,6,5,5,73.49,3,0.17,0,4
564,44,15,2,8,1,1,97.26,1,0.77,3,4
565,24,20,10,12,6,2,62.14,2,0.87,1,0
566,25,15,2,13,10,4,76.73,7,0.39,0,2
567,84,16,9,12,10,5,94.71,2,0.71,1,1
568,50,18,6,8,7,3,83.53,0,0.91,1,4
569,7,19,4,12,4,2,82.33,0,0.54,1,1
570,18,12,3,13,4,0,88.79,4,0.43,1,4
571,36,1,5,13,3,5,64.15,8,0.02,1,2
572,83,3,11,9,10,1,79.23,3,0.53,0,5
573,83,11,6,5,8,5,98.95,2,0.14,3,5
574,26,5,5,2,9,0,76.23,7,0.85,2,2
575,100,7,4,15,6,3,66.85,5,0.27,2,1
576,72,12,7,16,4,0,66.05,2,0.22,2,4
577,59,5,2,5,10,5,65.31,3,0.14,2,4
578,99,6,5,13,7,0,75.07,4,0.69,0,3
579,37,5,7,5,7,3,66.9,5,0.23,2,5
580,11,7,6,3,2,1,86.13,5,0.61,0,3
581,57,4,5,2,2,5,95.38,3,0.59,0,2
582,93,11,3,9,6,3,87.39,5,0.46,3,3
583,54,17,3,9,4,3,74.26,2,0.52,3,3
584,97,6,4,15,7,2,92.85,2,0.52,3,2
585,27,3,11,16,5,4,84.91,6,0.34,1,5
586,44,16,9,7,7,5,89.91,0,0.76,1,0
587,41,2,3,11,5,5,83.16,0,0.55,1,2
588,55,7,11,11,2,3,89.4,8,0.31,0,0
589,47,19,6,3,10,1,95.73,6,0.84,0,4
590,42,13,11,3,7,4,75.45,8,0.37,3,1
591,53,10,8,15,10,2,96.25,5,0.89,3,2
592,5,16,3,11,5,5,66.16,4,0.15,2,2
593,24,15,11,2,10,1,76.74,2,0.48,3,3
594,27,9,8,11,9,0,79.75,4,0.11,0,3
595,66,1,3,8,6,3,92.69,4,0.15,2,5
596,68,4,8,9,9,4,87.77,7,0.94,2,5
597,2,10,6,6,7,2,75.3,6,0.41,1,3
598,47,14,3,10,4,3,70.9,1,0.76,2,3
599,30,18,9,6,2,4,88.17,2,0.64,1,4
600,65,13,8,3,10,2,62.31,2,0.63,0,5
601,31,7,10,10,10,1,74.32,8,0.07,2,3
602,49,6,9,5,8,1,77.13,5,0.4,2,3
603,23,12,4,2,8,0,69.17,0,0.59,3,0
604,2,18,9,13,6,5,85.45,8,0.29,0,2
605,38,11,9,14,9,1,89.74,8,0.04,2,2
606,17,2,9,8,2,2,97.55,2,0.45,0,5
607,47,6,6,5,7,5,83.1,8,0.74,3,3
608,75,7,10,10,5,4,83.41,8,0.75,3,5
609,59,6,8,15,2,3,73.72,5,0.23,3,0
610,85,20,5,13,8,5,68.62,4,0.49,2,4
611,25,2,9,6,4,1,86.92,7,0.43,1,2
612,89,17,5,8,9,5,72.49,8,0.2,3,1
613,37,6,11,15,10,4,83.01,2,0.52,2,2
614,40,12,11,9,3,2,64.58,6,0.33,2,2
615,11,18,9,7,3,1,78.42,3,0.64,2,5
616,58,8,2,9,4,5,68.82,8,0.57,1,1
617,78,4,9,5,9,1,64.72,3,0.48,0,2
618,72,16,5,14,6,1,81.61,8,0.3,3,1
619,48,6,10,2,10,1,85.29,6,0.77,0,3
620,64,3,7,16,6,1,79.87,4,0.98,2,2
621,5,20,8,12,10,0,98.79,7,0.15,2,5
622,74,16,7,5,8,0,62.75,2,0.52,0,2
623,67,4,6,2,9,0,62.97,2,0.34,2,5
624,98,11,2,14,7,2,83.41,3,0.02,0,1
625,53,12,5,15,8,3,78.98,5,0.24,2,0
626,85,20,4,10,3,5,81.34,7,0.7,1,1
627,69,14,5,11,5,2,93.09,8,0.09,0,0
628,23,13,8,10,5,4,68.2,3,0.06,1,5
629,10,4,7,3,5,3,61.22,8,0.06,2,1
630,17,2,11,2,6,5,78.61,8,0.79,0,2
631,64,12,4,15,9,4,87.15,6,0.47,3,0
632,16,13,5,16,5,4,98.17,1,0.9,0,2
633,8,1,3,14,7,2,87.51,3,0.95,3,3
634,21,12,9,5,8,3,78.12,3,0.46,2,2
635,1,7,10,13,3,5,78.65,2,0.54,2,5
636,28,4,11,4,5,3,87.69,7,0.67,1,2
637,95,6,7,5,3,0,75.2,3,0.17,3,2
638,6,19,6,14,7,0,79.32,7,0.35,1,5
639,83,5,10,10,7,3,67.03,3,0.91,3,5
640,50,1,10,12,9,1,88.19,2,0.04,0,1
641,14,20,7,15,2,3,96.53,5,0.23,2,1
642,62,12,3,5,3,3,70.55,0,0.87,2,2
643,10,16,9,3,9,1,71.11,5,0.44,2,2
644,78,13,11,11,6,0,72.03,8,0.62,1,1
645,99,12,11,15,6,3,64.54,8,0.7,3,0
646,94,1,9,12,3,3,92.26,2,0.19,0,3
647,85,19,3,6,7,2,80.13,3,0.56,2,1
648,52,10,4,12,4,4,95.19,3,0.16,3,0
649,98,4,10,9,8,2,79.42,5,0.55,2,1
650,78,4,11,13,7,1,88.1,2,0.71,1,2
651,87,2,4,3,7,2,93.81,8,0.65,1,0
652,47,13,3,5,5,3,80.44,7,0.16,1,4
653,1,1,7,7,7,5,64.86,2,0.87,2,2
654,90,16,6,12,9,1,82.43,3,0.41,2,5
655,17,15,2,8,8,1,62.64,0,0.82,0,0
656,14,17,5,10,10,4,99.98,0,0.82,1,3
657,36,5,10,10,7,5,84.94,5,0.18,2,4
658,77,11,10,15,9,5,77.36,2,0.39,3,4
659,97,16,11,13,7,1,79.27,7,0.37,1,3
660,85,6,10,7,1,3,81.85,1,0.49,1,1
661,15,4,10,12,3,0,92.52,8,0.28,3,5
662,27,6,11,6,1,2,75.71,6,0.84,0,2
663,36,2,5,4,3,0,80.74,8,0.32,0,4
664,86,19,9,13,1,3,91.42,4,0.8,0,1
665,32,9,11,16,10,0,63.43,2,0.55,2,5
666,8,5,8,2,4,4,85.49,4,0.36,0,2
667,79,12,8,6,2,0,70.91,3,0.3,1,4
668,54,18,9,3,1,1,73.02,2,0.24,2,1
669,40,3,4,14,7,4,74.44,5,0.37,2,4
670,89,12,5,2,8,2,99.73,0,0.27,1,1
671,66,15,11,7,1,0,63.55,2,0.52,1,5
672,6,4,5,2,8,3,72.95,8,0.94,3,3
673,99,16,2,3,2,5,97.22,1,0.4,2,5
674,26,18,2,12,6,0,84.19,6,0.45,3,0
675,31,1,7,10,4,0,92.11,4,0.06,0,5
676,72,12,5,3,2,0,71.54,6,0.68,0,1
677,48,18,5,16,2,1,74.26,6,0.26,2,0
678,22,20,7,3,4,1,65.68,1,0.11,1,5
679,10,13,2,13,3,2,81.49,8,0.32,3,2
680,30,13,9,11,2,2,88.71,5,0.43,1,3
681,12,20,5,10,9,2,69.97,2,0.38,2,0
682,46,11,5,11,3,1,97.84,5,0.91,2,0
683,57,5,2,5,3,5,68.53,6,0.32,1,2
684,60,8,3,5,9,4,62.24,4,0.08,1,3
685,6,1,5,11,8,0,74.72,5,0.82,2,1
686,34,14,4,15,9,3,91.65,0,0.44,2,1
687,11,4,8,16,4,4,83.81,5,0.43,2,0
688,58,3,10,5,2,5,75.81,8,0.54,1,1
689,6,11,4,5,6,3,70.94,8,0.64,2,3
690,56,2,9,10,9,0,69.95,5,0.66,2,1
691,16,13,9,14,6,4,96.23,5,0.94,1,0
692,1,20,3,12,4,0,74.81,0,0.76,3,5
693,76,6,5,9,4,4,78.03,3,0.71,1,5
694,72,11,4,10,7,2,76.36,2,0.65,2,1
695,99,8,10,14,10,0,64.49,4,0.76,0,0
696,16,8,9,14,7,2,79.86,4,0.17,1,3
697,52,9,6,4,5,2,64.63,4,0.46,1,0
698,1,12,10,4,1,5,76.1,8,0.91,1,4
699,83,7,7,14,1,4,76.89,4,0.7,2,0
700,82,8,11,12,3,0,79.36,4,0.1,1,0
701,49,9,3,16,5,3,65.48,2,0.36,1,2
702,58,1,5,12,4,5,82.79,6,0.36,3,3
703,83,9,5,5,2,0,66.58,3,0.86,3,5
704,29,14,8,9,8,1,99.73,0,0.4,3,4
705,54,11,9,8,8,0,82.94,1,0.59,3,5
706,58,4,2,16,1,3,61.72,7,0.41,1,4
707,65,20,5,3,5,5,72.23,5,0.62,3,1
708,95,4,3,16,1,4,77.31,0,0.6,2,2
709,53,14,11,15,7,4,83.1,5,0.02,0,5
710,66,19,5,15,3,2,62.91,0,0.07,2,5
711,78,1,4,2,4,2,67.69,6,0.17,2,5
712,25,19,7,16,5,3,98.39,6,0.32,1,2
713,24,20,5,13,9,1,92.4,4,0.86,1,3
714,87,2,10,13,10,3,74.79,3,0.3,3,1
715,19,6,5,16,8,0,96.94,1,0.12,2,0
716,16,20,3,13,3,4,88.52,7,0.21,1,1
717,70,1,11,9,4,5,77.5,5,0.78,3,1
718,15,9,8,6,5,4,63.03,0,0.69,0,3
719,85,15,11,15,3,0,95.88,4,0.05,1,3
720,35,13,5,13,8,2,80.19,0,0.63,0,0
721,20,3,8,7,5,2,62.4,2,0.35,1,5
722,68,8,4,9,8,4,82.62,6,0.06,1,1
723,35,17,4,16,1,4,60.8,8,0.46,3,2
724,60,19,8,16,10,1,60.56,6,0.05,2,3
725,23,3,4,11,6,5,88.5,0,0.17,3,0
726,37,18,10,8,5,2,82.35,7,0.43,2,1
727,51,11,10,3,10,2,97.77,4,0.59,0,0
728,87,7,11,15,6,2,97.11,5,0.59,2,5
729,34,10,11,7,5,5,61.68,4,0.32,3,1
730,58,19,11,7,8,1,62.53,8,0.42,3,3
731,57,1,4,14,8,4,79.31,8,0.66,0,5
732,1,16,3,15,8,3,77.66,5,0.43,0,1
733,30,14,8,4,7,5,60.23,0,0.34,0,1
734,90,3,4,3,7,0,80.82,0,0.77,2,0
735,30,3,8,15,6,2,96.6,7,0.7,1,3
736,62,8,2,7,4,5,67.36,1,0.51,1,1
737,7,9,6,13,7,2,60.72,4,0.23,0,0
738,85,1,2,14,6,1,80.29,8,0.69,3,3
739,73,1,6,16,1,1,64.07,2,0.32,2,0
740,8,3,9,4,3,0,62.62,5,0.58,0,3
741,2,17,11,11,2,0,96.95,6,0.7,0,3
742,74,15,11,14,3,0,96.92,7,0.79,3,4
743,81,10,6,11,3,5,66.6,2,0.28,0,0
744,100,16,2,16,3,3,80.88,0,0.61,0,2
745,57,7,10,12,3,4,80.22,3,0.9,2,1
746,72,9,2,12,10,0,80.6,2,0.25,2,2
747,29,15,10,7,10,3,90.05,1,0.94,0,0
748,91,12,7,4,4,3,69.21,4,0.11,1,4
749,61,1,9,4,2,4,99.26,4,0.68,3,3
750,95,6,11,16,7,0,88.99,6,0.4,3,4
751,73,7,10,7,8,2,88.91,6,1.0,3,3
752,28,17,4,4,2,3,61.27,4,0.35,1,0
753,22,9,3,15,6,0,68.05,4,0.65,0,0
754,28,19,11,4,2,3,97.28,8,0.16,3,0
755,73,2,9,11,7,3,84.04,2,0.49,1,1
756,58,16,3,7,10,5,94.69,4,0.92,1,3
757,45,7,3,8,3,4,65.89,8,0.78,3,0
758,40,4,7,13,10,5,71.66,3,0.18,3,3
759,100,20,4,11,4,3,90.75,0,0.65,0,1
760,35,4,3,3,9,4,88.86,3,0.06,3,5
761,30,5,2,4,4,4,92.6,8,0.56,1,0
762,62,17,7,5,5,1,75.04,7,0.59,2,4
763,90,17,11,11,9,0,61.67,3,0.01,0,2
764,46,4,9,9,7,1,66.86,4,0.69,1,0
765,23,18,11,15,1,4,86.58,4,0.29,3,5
766,70,4,11,4,7,1,60.15,1,0.97,2,5
767,69,2,5,12,8,5,90.83,1,0.41,3,3
768,93,10,10,2,4,5,88.9,2,0.45,2,0
769,65,12,5,12,5,4,72.57,3,0.79,0,4
770,83,17,9,14,7,3,62.94,7,0.56,1,1
771,36,17,2,15,6,4,66.12,0,0.96,2,4
772,48,17,6,13,5,0,81.76,2,0.07,2,0
773,79,18,3,10,2,5,99.46,0,0.69,2,1
774,11,1,7,12,10,3,85.24,4,0.17,1,3
775,70,5,4,14,1,4,75.91,4,0.18,0,1
776,38,17,11,16,4,5,77.66,1,0.88,2,4
777,56,18,5,11,1,5,94.39,1,0.26,3,5
778,44,10,7,3,9,4,86.89,5,0.94,2,1
779,5,15,4,10,5,4,76.29,7,0.69,2,1
780,98,20,7,10,8,1,88.47,1,0.85,2,4
781,10,19,11,10,2,1,76.24,6,0.62,1,2
782,79,3,4,11,6,1,67.35,3,0.13,2,4
783,99,11,11,16,9,1,89.66,4,0.54,0,2
784,78,3,6,9,3,5,97.95,4,0.74,1,1
785,16,18,2,7,3,0,78.36,7,0.62,3,2
786,48,6,3,6,2,2,70.34,5,0.43,0,2
787,10,19,10,4,2,1,75.15,3,0.16,3,2
788,63,1,10,13,5,5,69.89,4,0.84,1,5
789,89,4,7,11,5,5,78.78,1,0.53,3,0
790,26,10,8,12,10,3,74.33,7,0.81,2,2
791,49,17,11,16,4,5,96.6,6,0.13,1,1
792,63,4,7,11,10,4,70.35,4,0.98,3,0
793,7,5,2,12,5,2,73.4,1,0.98,3,3
794,51,18,6,13,5,3,78.17,8,0.49,3,5
795,86,10,6,13,1,5,78.72,2,0.74,2,3
796,81,17,4,12,3,1,65.3,7,0.58,1,0
797,16,11,4,10,3,5,70.87,4,0.91,0,5
798,16,10,3,8,4,1,72.78,3,0.51,1,2
799,97,9,6,7,10,1,77.71,7,0.99,2,3
800,90,9,2,9,9,4,79.16,1,0.05,0,3
801,27,16,6,8,4,5,69.15,0,0.92,3,5
802,33,11,11,11,2,1,63.85,5,0.66,0,2
803,45,16,11,15,4,1,90.69,2,1.0,2,3
804,38,17,7,11,1,3,82.14,3,0.4,2,4
805,3,2,5,3,6,0,62.74,7,0.72,2,0
806,9,13,4,12,2,5,96.05,0,0.94,1,0
807,21,3,4,16,3,4,67.51,6,0.38,1,2
808,37,12,9,3,7,1,62.85,3,0.32,2,5
809,12,9,8,7,5,5,63.65,3,0.74,3,4
810,35,11,7,4,1,5,99.03,3,0.08,2,5
811,57,13,6,2,10,2,98.25,6,0.48,0,3
812,36,1,4,6,7,4,90.66,3,0.62,1,0
813,64,11,7,14,9,0,80.12,6,0.78,2,2
814,48,13,5,11,1,5,95.22,3,0.15,0,4
815,78,2,5,7,8,1,68.73,1,0.94,0,5
816,96,5,2,8,8,3,91.39,8,0.01,3,0
817,75,10,5,5,7,4,92.85,6,0.84,1,3
818,94,13,2,10,2,1,86.36,4,0.81,2,0
819,65,16,11,16,6,4,72.96,2,0.49,2,3
820,84,5,2,5,9,1,76.46,7,0.06,3,1
821,36,15,4,8,5,3,80.42,5,0.97,3,2
822,87,3,3,10,10,2,91.01,1,0.85,3,3
823,68,6,9,4,4,4,60.33,2,0.24,3,5
824,45,14,6,6,3,0,68.04,5,0.22,3,0
825,75,13,7,13,4,2,92.36,4,0.96,1,5
826,83,16,8,8,10,5,69.58,8,0.57,1,5
827,16,2,9,14,4,0,91.09,5,0.87,2,3
828,16,13,3,8,6,0,73.86,4,0.69,1,0
829,96,4,7,4,4,1,93.22,3,0.8,1,0
830,46,13,4,6,9,5,97.12,0,0.89,3,5
831,41,16,11,8,5,4,80.42,7,0.9,3,2
832,17,14,10,6,5,0,77.65,3,0.27,2,1
833,57,10,10,14,2,5,68.74,1,0.76,0,4
834,60,19,9,7,8,5,73.07,7,0.02,2,2
835,33,2,5,4,4,4,81.44,8,0.57,1,3
836,57,2,4,6,6,0,60.86,8,0.11,1,0
837,24,16,5,15,5,3,98.2,6,0.03,0,4
838,71,10,11,13,2,5,60.16,7,0.81,3,2
839,90,9,5,12,6,3,84.59,7,0.27,1,1
840,21,2,7,12,4,4,78.75,2,0.08,1,5
841,28,18,11,2,5,1,61.99,2,0.88,3,5
842,99,17,9,11,10,0,85.2,0,0.37,0,0
843,21,16,11,11,9,4,69.99,0,0.13,2,0
844,45,10,5,11,9,5,98.11,1,0.3,2,2
845,86,19,4,14,7,5,72.6,7,0.79,3,0
846,20,16,6,7,1,1,75.9,1,0.45,3,4
847,62,4,5,8,1,1,92.14,4,0.01,1,0
848,45,9,8,11,2,4,65.31,7,0.94,1,3
849,69,19,6,7,9,5,73.81,3,0.68,0,0
850,16,14,2,13,8,2,65.21,6,0.62,2,3
851,42,18,7,2,9,3,79.39,1,0.43,2,5
852,32,16,8,12,8,3,80.23,6,0.97,1,2
853,62,11,3,9,5,2,65.18,1,0.76,3,0
854,94,4,11,6,2,3,74.13,6,0.5,1,5
855,30,12,2,15,3,4,99.49,3,0.32,0,4
856,71,13,10,5,9,0,75.45,3,0.11,2,0
857,52,8,10,14,4,2,79.74,2,0.63,1,1
858,17,1,7,10,7,0,96.87,5,0.49,2,4
859,25,6,7,5,10,5,87.03,7,0.43,0,4
860,29,9,7,8,6,4,91.31,8,0.26,0,0
861,75,2,5,14,4,0,64.43,5,0.74,1,2
862,75,17,9,9,4,1,60.61,3,0.37,0,5
863,87,19,2,15,10,4,99.2,0,0.6,1,4
864,29,3,3,3,10,0,89.93,3,0.69,1,5
865,1,7,10,3,7,5,90.23,8,0.67,3,0
866,48,1,9,12,10,5,60.07,3,0.7,0,2
867,80,6,5,6,2,5,82.46,4,0.34,0,2
868,27,6,10,5,5,3,91.33,3,0.55,1,3
869,22,1,5,11,4,2,70.15,3,0.61,1,1
870,99,9,3,10,7,5,87.51,3,0.88,1,0
871,22,12,11,4,1,4,69.91,1,0.65,0,3
872,69,5,9,9,8,2,72.21,2,0.42,2,0
873,77,19,5,16,6,3,84.62,1,0.41,3,4
874,47,18,7,3,4,0,68.72,4,0.78,2,1
875,81,7,10,2,1,3,73.01,6,0.56,2,1
876,39,2,7,6,7,5,81.58,8,0.87,0,4
877,3,9,3,3,5,2,84.85,8,0.1,2,4
878,84,9,2,5,6,2,71.13,4,0.4,2,3
879,13,14,7,15,2,5,76.97,3,0.87,1,4
880,91,19,9,9,1,4,74.01,3,0.89,1,3
881,87,17,2,15,2,4,93.72,8,0.89,2,4
882,72,17,5,2,8,0,84.42,8,0.67,1,5
883,24,9,7,7,9,5,74.89,0,0.13,0,0
884,99,13,3,10,8,1,90.44,5,0.29,0,4
885,85,11,3,8,1,3,89.33,0,0.28,0,5
886,64,20,6,14,9,3,70.28,5,0.64,2,2
887,67,6,8,13,6,0,74.63,1,0.63,3,5
888,56,7,9,11,10,3,66.4,0,0.39,0,3
889,50,20,6,14,9,2,96.07,2,0.03,2,5
890,35,18,10,11,8,0,64.41,8,0.87,1,0
891,89,7,9,9,6,0,92.76,1,0.08,2,1
892,64,1,5,5,5,0,76.67,4,0.56,1,4
893,50,19,7,15,8,1,97.49,3,0.7,1,4
894,46,14,6,16,8,3,75.01,7,0.84,1,1
895,18,17,10,12,9,4,62.2,7,0.11,3,4
896,73,2,8,11,4,4,92.74,4,0.42,0,4
897,56,10,2,16,6,1,91.47,4,0.43,1,2
898,11,11,5,11,3,0,78.07,8,0.94,1,5
899,95,6,4,3,7,0,96.26,2,0.77,2,1
900,4,16,9,3,5,4,77.59,8,0.16,3,1
901,46,4,11,8,1,3,90.97,0,0.88,3,0
902,33,5,5,2,4,2,95.44,0,0.78,2,1
903,60,15,2,2,9,4,67.99,7,0.61,0,2
904,71,19,7,6,2,1,71.85,1,0.01,0,1
905,1,9,9,2,6,0,90.52,1,0.43,3,5
906,34,1,7,3,7,0,83.54,2,0.18,2,1
907,41,1,8,4,4,5,70.59,6,0.33,1,0
908,58,13,5,16,5,2,71.14,7,0.31,1,2
909,63,6,5,14,6,2,85.75,5,0.14,1,2
910,63,18,10,2,3,3,83.26,5,0.78,2,5
911,31,2,8,4,9,5,92.58,6,0.64,3,3
912,60,20,8,16,3,1,85.08,5,0.58,2,1
913,24,5,8,2,1,0,68.59,6,0.64,2,1
914,19,2,11,14,1,5,80.38,4,0.93,1,3
915,74,8,10,12,10,0,80.02,7,0.41,2,4
916,2,9,10,13,10,5,73.77,2,0.1,2,3
917,28,6,7,8,10,0,82.03,2,0.89,3,0
918,38,14,9,8,8,0,71.67,2,0.78,0,0
919,65,10,11,11,9,5,75.7,3,0.45,2,5
920,26,13,2,13,3,0,96.2,8,0.07,0,1
921,42,17,6,13,4,2,70.59,5,0.7,2,4
922,94,14,7,16,4,5,92.84,8,0.21,3,4
923,48,6,5,14,2,4,96.11,6,0.08,2,1
924,86,8,4,6,5,4,92.11,7,0.4,3,4
925,60,18,3,16,4,5,85.36,2,0.78,1,4
926,99,19,2,10,3,4,90.57,4,0.1,0,1
927,50,19,2,12,7,1,77.64,8,0.78,0,0
928,43,3,10,2,4,5,66.86,3,0.3,3,4
929,38,10,10,3,4,0,78.15,8,0.68,3,0
930,16,1,10,16,7,1,75.32,0,0.32,0,4
931,86,4,10,2,5,2,70.12,0,0.18,2,2
932,33,5,7,12,9,2,89.94,5,0.74,2,4
933,10,20,10,15,7,5,60.45,1,0.77,3,1
934,67,8,6,11,6,1,62.09,0,0.67,3,5
935,69,15,6,2,1,4,81.04,2,0.71,1,5
936,89,6,11,8,7,1,62.57,1,0.37,3,3
937,39,13,4,12,3,2,97.65,3,0.77,1,2
938,16,12,2,6,2,4,64.76,6,0.93,0,5
939,17,9,11,5,3,3,77.68,0,0.19,3,1
940,83,20,9,4,3,4,90.7,1,0.6,3,4
941,27,6,11,3,2,0,98.53,1,0.05,1,1
942,1,14,5,10,9,1,66.76,2,0.24,0,0
943,69,9,4,10,4,2,71.65,6,0.62,3,2
944,93,16,9,14,10,1,89.18,3,0.95,2,1
945,67,8,8,14,3,0,74.05,7,0.85,1,2
946,18,7,5,15,3,1,65.99,6,0.38,2,0
947,15,17,7,12,7,2,60.77,8,0.02,2,1
948,32,11,6,3,6,4,84.45,7,0.23,1,0
949,85,6,11,7,10,0,80.89,4,0.32,2,2
950,4,16,5,14,7,5,85.33,1,0.77,1,5
951,81,19,11,14,5,5,62.68,5,0.91,2,5
952,5,3,9,8,9,0,82.75,2,0.12,0,3
953,1,4,2,8,1,3,74.03,3,0.48,1,5
954,47,4,2,7,6,2,68.03,6,0.14,1,0
955,97,9,4,5,5,5,63.74,4,0.15,1,3
956,32,19,8,15,9,5,87.04,0,0.13,2,2
957,80,16,8,16,7,1,80.37,8,0.4,0,1
958,37,11,8,11,10,3,88.95,8,0.03,2,5
959,47,15,6,4,6,3,65.12,2,0.65,2,0
960,66,5,7,9,5,3,83.45,2,0.1,3,5
961,11,16,8,10,6,0,70.12,2,0.7,1,1
962,16,16,10,9,3,4,88.36,2,0.86,3,2
963,71,2,5,3,3,0,93.43,7,0.0,2,0
964,32,5,9,14,7,1,98.87,7,0.0,0,5
965,94,16,10,16,1,5,78.58,6,0.81,0,0
966,96,16,5,10,10,2,92.43,4,0.99,3,5
967,82,18,5,12,8,0,76.27,1,0.42,0,0
968,2,1,5,15,3,5,65.18,3,0.99,0,1
969,15,14,11,9,5,1,83.55,0,0.71,1,1
970,51,8,10,9,8,0,70.67,6,0.86,0,1
971,71,5,3,6,7,3,78.87,8,0.56,2,4
972,39,10,3,12,6,2,63.51,0,0.21,2,3
973,33,16,10,10,4,3,94.33,5,0.18,3,1
974,39,12,10,3,4,4,84.23,0,0.57,1,1
975,82,19,5,2,4,3,72.99,5,0.56,3,2
976,37,20,11,16,4,3,81.46,4,0.69,1,2
977,96,6,6,5,4,2,78.08,7,0.86,3,0
978,18,10,10,8,1,0,89.59,4,0.44,2,1
979,84,16,11,10,6,0,63.46,6,0.46,1,1
980,70,13,6,7,1,4,77.18,5,0.47,1,2
981,100,11,6,8,5,5,89.82,7,0.64,2,1
982,28,13,9,2,5,1,68.52,8,0.96,1,0
983,17,6,10,14,5,4,78.51,7,0.34,0,4
984,49,2,10,15,2,2,68.41,1,0.69,1,1
985,59,18,7,4,2,4,69.05,0,0.92,3,0
986,28,4,9,11,2,0,61.35,2,0.16,3,1
987,52,8,3,6,5,4,79.65,5,0.79,1,1
988,16,8,2,5,2,5,93.58,2,0.88,3,2
